Work Order,Instructions,Product ID (Product) (Product),Quantity,Primær Asset Produkt,Work Order Type
WO012323,Kakao er utæt.,['130302291'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO040971,"Meget gerne besøg i dag. Maskinen beder om rens hele tiden. Efter hver rens, beder den om rengøring igen.",['130302461'],[1.0],Thermoplan Kaffemaskine BW4 CTM2 TC 380V,Nedbrud
WO001934,"Melder filterskift, Peter rykker",['130500006'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO008475,Maskine slår sikringer.  Maskine slår sikringer. ,"['130301453', '130301917']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO022641,Drypper,['130302192'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO016509,Mælken i maskinen er utæt. Kunder oplyser at det virker som om der er hul på en af slangerne. De har forsøgt at rense maskinen. Mælken i maskinen er utæt. Kunder oplyser at det virker som om der er hul på en af slangerne. De har forsøgt at rense maskinen.,"['130301773', '132000000']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO036329,Under rengøring stopper i step 3 med stempelfejl. Har oplevet samme for 1 uge siden.  Oplyser at der en dag er kommet en høj lyd ved bryg af kaffe. ,['130302388'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO048362,Laver ikke skum.,['130301127'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO011562,Steamer holder ikke tryk. drypper lidt ud af hanen. Gerne mellem  11 og 13.30,['130301860'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO018764,"Dækskærmen (låsen) sidder løs og falder af når der kværnes kaffe.
De ønsker en ekstra nøgle, da den ene er blevet væk.",['130301471'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO005762,"Fra mail: Maskine 7 termoplan, giver ikke særlig meget kaffe, måske det snart er tid til service?",['130305527'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO009289,"Kaffe løber ud alle mulige mærkelige steder. 
Mangler en pakning et sted over mundstykket jf. Martin.",['130301704'],[1.0],Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO032692,"Maskine melder ""Piston error"".",['130301273'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO045448,"Skærmen er sort. Hvis de rammer der hvor kaffeikon er, udleverer den kaffe.",['130306027'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO014957,Maskinen vil stadigvæk ikke opløse rensetabletter  Maskinen vil stadigvæk ikke opløse rensetabletter ,"['130302263', '130302292']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud
WO023142,"Maskinen vil ikke brygge kaffeprodukter eller lave kogende vand, siger 34 vandflow fejl. De har forsøgt skylning uden held.  De kan slet ikke lave nogen drikke. Maskinen vil ikke brygge kaffeprodukter eller lave kogende vand, siger 34 vandflow fejl. De har forsøgt skylning uden held.  De kan slet ikke lave nogen drikke.","['130305539', '130302291']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO035047,"Maskinen blinker i display, og de har lidt udfordringer med renseprogrammet.",['130302267'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO008611,"Når de tager bønner fra Espressobeholderen, siger den en mærkelig lyd og laver meget tynde kopper.",['131000007R'],[1.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO045478,"indmeldt af kvinde 96 52 59 00. Maskinen er utæt under bunden, og vil ikke suge mælk op. Hun har tjekket at sien i bunden af mælkeslangen er ren. indmeldt af kvinde 96 52 59 00. Maskinen er utæt under bunden, og vil ikke suge mælk op. Hun har tjekket at sien i bunden af mælkeslangen er ren.","['132000000', '130302199']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO019612,"Den kan ikke køre mælk op.
De har selv renset tud og gjort hvad de kan, men det virker ikke. Den kan ikke køre mælk op.
De har selv renset tud og gjort hvad de kan, men det virker ikke.","['130301715', '130301127']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO031413,"Melder temp. i køleskab for høj. Kunden skiftede mælken i køleskabet i går (mandag 19/06), og så forsvandt fejlmeldingen med det samme. Men siden er det kommet igen flere gange. Køleskabet føles koldt. Display på køleskabet siger ""16,3 P1""",['130302274'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO053082,"Den melder: Systemtid afbrudt.
Den vil ikke køre rengøring, der kan ikke tastes/trykkes noget på skærmen. Den vil heller ikke udlvere kaffe pga. manglende rengøring. Kunden har slukket for maskinen.",['130300149'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO002632,"Der løber vand inde i maskinen, når de brygger kaffe.",['130301892'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO023356,Drypper under maskinen. Ser ud til at komme fra afløbsslange.,['130302194'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO019784,"Jeg har sagt, at i nok tidligst kommer i morgen.
Den laver ofte kun ½ kopper og så bliver kaffen rigtig varm.
skærm reagerer heller ikke altid.",['130301893'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO038987,"Vil ikke brygge alm kaffe, som om noget sidder i klemme. Kommer med beanhopper empty. Kommer med lyd med det samme den forsøger at kværne.  Vil ikke brygge alm kaffe, som om noget sidder i klemme. Kommer med beanhopper empty. Kommer med lyd med det samme den forsøger at kværne. ","['130302070', '130302385']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO038595,Maskine larmer når den brygger. ,['130301624'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO022264,"Mælkeskummer virker ikke, i stedet for at suge mælken op, tømmer den vand ned i mælken.",['130302227'],[1.0],Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO011649,Skift tilkobling mellem steam og NTC-føler.,['130301811'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO008607,Halve kopper kaffe Halve kopper kaffe Halve kopper kaffe,"['130301317', '130301892', '130301318']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO018600,"Venligst noterer serienummer på den maskine der står i receptionen.
Den fejler når de laver mælkedrikke, så varmer den ikke mælken op.",['130302394'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO027103,Ved cappuccino giver den slet ikke mælk. Ved latte giver den vand og så senere mælk. Ved cappuccino giver den slet ikke mælk. Ved latte giver den vand og så senere mælk. Ved cappuccino giver den slet ikke mælk. Ved latte giver den vand og så senere mælk.,"['130302244', '130302199', '130305539']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO051926,Er utæt ved tevand.,['130301686'],[1.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO014757,"Melder flowerror.
Ringet lørdag kl. 15 kan vente til mandag Melder flowerror.
Ringet lørdag kl. 15 kan vente til mandag","['130301704', '130301523']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO036949,Vil ikke dosere mælk ved mælkeprodukter. Filter for mælkesug så fint ud. Vil ikke dosere mælk ved mælkeprodukter. Filter for mælkesug så fint ud.,"['130301624', '130301280R']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO032836,Maskine skummer ikke mælken korrekt efter opstart (længere tids stilstand). Kaffedrikke uden mælk leveres korrekt.,['130307000'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO031662,"Gerne besøg i dag, hvis muligt.
Udløbsslange er sprunget, kan ikke lave kaffe Gerne besøg i dag, hvis muligt.
Udløbsslange er sprunget, kan ikke lave kaffe Gerne besøg i dag, hvis muligt.
Udløbsslange er sprunget, kan ikke lave kaffe Gerne besøg i dag, hvis muligt.
Udløbsslange er sprunget, kan ikke lave kaffe Gerne besøg i dag, hvis muligt.
Udløbsslange er sprunget, kan ikke lave kaffe","['130301811', '130301860', '130305536', '130301704', '130301535']","[1.0, 1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO046193,"Utæthed, set under maskinen. Det er mælk og mælk med vand der løber ud.",['130301492'],[1.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO022021,"Ved ca. hver anden kop cappuccino og latte kommer der slet ikke mælk ud, kun ca. 4 dråber vand.",['132000000'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud
WO007270,"Tager ikke bønner ved valg af drikke med mælk. Doserer kun mælk. 
Update: KAR har snakket med Henrik på stationen, der kan heller ikke laves alm kaffe.
Sandsynligvis mobilpiston er gået fast. Henrik 20116566",['130301175'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO039273,"Flow error, oplever det ved både espresso og kaffe. Flow error, oplever det ved både espresso og kaffe.","['130301280', '130301624']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO048189,"Maskinen slår sikringen når den tændes.  Den sidder på samme gruppe som BW085801.  Det går så ud over lys og andre ting på redaktionen, som så heller ikke virker.   Laver sager på alle 3 maskiner på adressen. Maskinen slår sikringen når den tændes.  Den sidder på samme gruppe som BW085801.  Det går så ud over lys og andre ting på redaktionen, som så heller ikke virker.   Laver sager på alle 3 maskiner på adressen.","['130301316', '130301715']","[2.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO012427,Køleskab køler endnu ikke,['130302425'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO016465,"Vagtudkald Lørdag 11/6. Færgen i havn 1230-1530.  Kaffen kommer ikke fra tankmodul til koppen, han har ikke flere moduler om bord til selv at kunne skifte. Medbring moduler  (der er samme fejl på 2 maskiner).",['130301535'],[1.0],Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO003683,Alle størrelser bliver kun fyldt halvt op. Alle størrelser bliver kun fyldt halvt op.,"['130301845', '131000009R']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO028504,Der er en stempelfejl på maskinen. Der er en stempelfejl på maskinen.,"['130301280', '130301624']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO029522,Går i sort når de starter op,['131000003R'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO053462,Melder piston error.,['131000007R'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2 Starbucks,Nedbrud
WO030014,Varmer hele tiden og kommer ikke videre. Varmer hele tiden og kommer ikke videre.,"['130301917', '130301453']","[1.0, 2.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO002910,Ny mælkesugeslange.,['130301428'],[1.0],Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO018805,"Drikken Kaffe er tynd. (Ikke fra reservoir, men friskkværnet)
Er utæt fra hjørnet af drypbakken.",['131000006R'],[1.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO009351,Lægger vand inde bag grumseskuffen. Lægger vand inde bag grumseskuffen.,"['130302227', '130305539']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO042761,Kommer vand i grumseskuffen og på bordet under midten af maskine. Kommer ingen mælk. Har slukket maskine. ,['130302294'],[2.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO018557,"Maskinen har to fejl:
Når de steamer kommer der kogende vand ud i toppen af steameren som gør at de brænder sig på den.
Når de laver shot lyder det som om der er noget løst inde i maskinen, da der kommer en rasle lyd indefra maskinen. Maskinen har to fejl:
Når de steamer kommer der kogende vand ud i toppen af steameren som gør at de brænder sig på den.
Når de laver shot lyder det som om der er noget løst inde i maskinen, da der kommer en rasle lyd indefra maskinen.","['130301860', '130301811']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO015541,Ved renseprogram melder maskine: Cleaning interrupted. Har prøvet at genstarte renseprogram 3 gange.,['130302385'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO008730,Mail fra CK: Brygger kun halv kop ved mælkedrikker,['130301128'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO021468,Kaffemaskinen kan ikke sættes over til rengøringsprogram,['130301535'],[3.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO000242,Fylder ikke nok i mælkedrikkene,['130301129'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO017751,"Maskinen vil ikke tage mælk op, den larmer meget når de forsøger.  Maskinen vil ikke tage mælk op, den larmer meget når de forsøger. ","['130301715', '130301127']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO013854,"Kontrol af mælkemængde.
Første kop kaffe smager dårligt.",['130301893'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO052455,Kommer rigtig meget vand i grumsespanden og kommer vand ud under maskine. 2. min. efter hun har tømt grumsepanden er der 2 cm vand i spanden.,['130306229'],[0.3],Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO038157,"Går i sort, når de laver en drik",['130301369'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO024203,Pakning i steam skal skiftes Pakning i steam skal skiftes,"['130301860', '130301811']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO032710,"Melder flowerror når den skal give vand til americano. Kun ved Americano, ikke ved espresso, kaffe eller tevand Melder flowerror når den skal give vand til americano. Kun ved Americano, ikke ved espresso, kaffe eller tevand","['130301535', '130301522']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO043704,"Stadig utæt, der er vand på bordet fra maskinen, og løber ind i bordpladen hvor kaffegrums ryger ned",['130305531'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO021537,"Sag oprettet for MH:
Hej service
Vil i sende en teknikker forbi Prinsess Juliane mandag
Hej Morten
Kan du ikke sende en tekniker ind mandag, kakao modulet oversvømmer bare og der kommer ikke noget i koppen
",['130302380'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO020270,Melder flowerror,['130301535'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO003772,De har problemer med maskinen igen.  De har problemer med maskinen igen.  De har problemer med maskinen igen.  De har problemer med maskinen igen. ,"['130301127', '130301624', '130301535', '130301128']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO008913,"Der løber mælk ud over det hele, og kaffen er tynd.",['X130302082'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO000792,"Stoppet til i kakao i røret. Hun har prøvet at rense.
Skiftet mælkepumpe og lavet dosering om. ",['130302380'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO011798,Relæ slår fra.,['130301715'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO031093,"Giver en mærkelig lyd ved autoskyl og renseprogram.
Der er 5 WO til denne kunde (3 af dem er regenereringer) Giver en mærkelig lyd ved autoskyl og renseprogram.
Der er 5 WO til denne kunde (3 af dem er regenereringer) Giver en mærkelig lyd ved autoskyl og renseprogram.
Der er 5 WO til denne kunde (3 af dem er regenereringer)","['130301175R', '130301280R', '130301624']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO002408,En af deres maskiner laver knuder. Vil ikke lave mælkedrikke. Som om den ikke vil suge mælk op. En af deres maskiner laver knuder. Vil ikke lave mælkedrikke. Som om den ikke vil suge mælk op. En af deres maskiner laver knuder. Vil ikke lave mælkedrikke. Som om den ikke vil suge mælk op.,"['130301922', '130301715', '130301127']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO021620,"Maskinen siger en underlige mislyd, det lyder som en knirkelyd der kommer indefra maskinen. Derudover har de nogle udfordringer med rens hvor den går i stå kunden har forsøgt at genstarte. Maskinen siger en underlige mislyd, det lyder som en knirkelyd der kommer indefra maskinen. Derudover har de nogle udfordringer med rens hvor den går i stå kunden har forsøgt at genstarte.","['130301156', '130305533']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO003789,"Fra mail:
Issue: Coffee maker not dispensing enough product
Issue description: Laver ikke nok - plus ikke meget mælke skum.",['130301118'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO001865,Mail fra CK: : Fylder for lidt i koppen Mail fra CK: : Fylder for lidt i koppen Mail fra CK: : Fylder for lidt i koppen Mail fra CK: : Fylder for lidt i koppen Mail fra CK: : Fylder for lidt i koppen,"['130301535', '130301535', '130301128', '130301715', '130301127']","[1.0, 3.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO022668,"Når de starter renseprogram, melder den flowfejl",['130301342'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO029168,Den kan ikke lave kakao og den lyder mærkelig.,['130302380'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO026054,"Beder om rens lige efter der er kørt rens. De følger renseprogrammet og mælkeslangen håndteres som maskinen anviser. Det er kun kaffedelen. NCB har været forbi, de gør ikke noget galt.",['130301259'],[1.0],Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO022626,"
masser af vand i kaffegrumsen ",['130302388'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO011298,Vil ikke køre rengøringsprogram. Hopper ud af det og vil rengøres igen.  Vil ikke køre rengøringsprogram. Hopper ud af det og vil rengøres igen.  Vil ikke køre rengøringsprogram. Hopper ud af det og vil rengøres igen.  Vil ikke køre rengøringsprogram. Hopper ud af det og vil rengøres igen.  Vil ikke køre rengøringsprogram. Hopper ud af det og vil rengøres igen. ,"['130301361', '130301767', '131000007R', '130301638', '130301201']","[1.0, 1.0, 1.0, 2.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO001994,Halve kopper,['130301657'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO039962,"- Der skal indlæses pauseskræm. Find billedet i teams, fælles, recepter og kaffestandarder…
- Maskinen er utæt, som drypper vand på bordet.
 ",['130302269'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO004814,Maskine drypper igen. Vand under maskine. ,['130305533'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO047458,Ved start af rengøring kommer de vand midt under maskine og den larmer meget. Samt til sidst kommer der meget vand. Har også set at der efter bryg kommer vand under.,['130302380'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO019520,Mug på mælkeslange + der kommer vand på bordpladen.,['130305966'],[2.0],Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO043660,"Fejl i start af rengøringsproces. Error during cleaning og melder at mælketemperatur er for høj. Forsøgt at genstarte og rense på ny, men fejl igen. ",['130302287'],[1.0],Thermoplan Kaffemaskine BW4 CTM2 2M TC 380V,Nedbrud
WO019818,Der er problemer med kakao igen - maskinen stopper til ,['130302346'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO005452,"Fra mail: Kaffe med mælk fyldes ikke helt op, men ca kun hver anden gang. Fra mail: Kaffe med mælk fyldes ikke helt op, men ca kun hver anden gang.","['130301127', '130301922']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO053403,Røde pind i rensenøgle er knækket.,['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO019835,"Update, de er der fra 9.30
De vil gerne have besøg igen i dag om muligt, men ikke lovet noget.
Genkørsel:
Den melder stadigvæk vandflow fejl og virker ikke. Update, de er der fra 9.30
De vil gerne have besøg igen i dag om muligt, men ikke lovet noget.
Genkørsel:
Den melder stadigvæk vandflow fejl og virker ikke. Update, de er der fra 9.30
De vil gerne have besøg igen i dag om muligt, men ikke lovet noget.
Genkørsel:
Den melder stadigvæk vandflow fejl og virker ikke.","['130302201', '130302388', '130302403']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO050780,Sag 1 af 2. Slog sikring hele tiden i fredags. Har i dag kunne tænde den. Kaffemaskiner er på hver deres sikringsgruppe.,['130305722'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO038050,"Espresso løber for langsomt, er for mange sekunder inden den er færdig.
Americano fylder kun halvt op.
De valgte at afbryde rengøringsprogram i går, da den ville have rensetabs sat i og taget ud.",['130301704'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO030519,Noget med boiler og vand. Giver meget steam. Det var meget svært at forstå hvad hun sagde.,['130302262'],[1.0],Thermoplan Kaffemaskine BW4 CTM2 2M TC 380V,Nedbrud
WO049221,Kommer meget vand under bunden af maskine ved rengøring og maskine slår ud. Kommer meget vand under bunden af maskine ved rengøring og maskine slår ud. Kommer meget vand under bunden af maskine ved rengøring og maskine slår ud. Kommer meget vand under bunden af maskine ved rengøring og maskine slår ud.,"['130305722', '130302201', '130302194', '130302205']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO029185,"Tjek serie nr. er det rigtige.
Udlevere for lidt på mælkedrikke.
Svinger meget i kop str. Tjek serie nr. er det rigtige.
Udlevere for lidt på mælkedrikke.
Svinger meget i kop str. Tjek serie nr. er det rigtige.
Udlevere for lidt på mælkedrikke.
Svinger meget i kop str. Tjek serie nr. er det rigtige.
Udlevere for lidt på mælkedrikke.
Svinger meget i kop str. Tjek serie nr. er det rigtige.
Udlevere for lidt på mælkedrikke.
Svinger meget i kop str.","['130301624', '130301769', '130301273', '130301284', '130301317']","[1.0, 1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO027165,Diverse problemer med mælkeskum.  Diverse problemer med mælkeskum. ,"['130302461', '130307000']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4 CTM2 2M TC extern grums 380V,Nedbrud
WO047752,Kakao stopper til og løber over.,['130302380'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO006516,Fra mail: One of our machines (no. 134545) doesn’t make milk foam. We have to turn it off now. Could you please help us? Fra mail: One of our machines (no. 134545) doesn’t make milk foam. We have to turn it off now. Could you please help us? Fra mail: One of our machines (no. 134545) doesn’t make milk foam. We have to turn it off now. Could you please help us? Fra mail: One of our machines (no. 134545) doesn’t make milk foam. We have to turn it off now. Could you please help us? Fra mail: One of our machines (no. 134545) doesn’t make milk foam. We have to turn it off now. Could you please help us? Fra mail: One of our machines (no. 134545) doesn’t make milk foam. We have to turn it off now. Could you please help us? Fra mail: One of our machines (no. 134545) doesn’t make milk foam. We have to turn it off now. Could you please help us?,"['130301535', '130301318', '130301892', '130301308', '130301901', '130301922', '130301317']","[2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO022245,"Kunden har problemer med vand tilførelsen til maskinen, den lækker vand under maskinen.",['130302380'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO045464,"Indmeldt telefonisk 28 11 81 12. Maskinen vil ikke registre tabs i den røde rensenøgle.  Hun siger den plejer at gå ""stramt"" (som den skal) - den er ikke stram længere.",['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO042457,Kommer fortsat vand bagved/under grumseskuffen. ,['130301992'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO038761,Kakao stopper til igen. Har forsøgt med rengøring. (Har fortalt at vi kommer efter nytår),['130302380'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO042037,"Ved lille cappucino og mellem latte kommer der ikke rette mængde i kopperne. 
Ved kaffedrikke uden mælk ser det korrekt ud.  Ved lille cappucino og mellem latte kommer der ikke rette mængde i kopperne. 
Ved kaffedrikke uden mælk ser det korrekt ud. ","['130302221', '130302403']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO044254,Piston error melder igen.  Piston error melder igen. ,"['130301273', '130301280R']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO051943,Flowfejl,['130301342'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2 Starbucks,Nedbrud
WO005636,"Mail fra færgen: vi har en kaffemaskine i Commander hvor displayet ikke virker længere, det bliver ved at at ”slukke” / gå ud. 

så vi vil meget gerne have en tekniker forbi torsdag kl. 08.00 ( husk quicktest ).

Ved godt vi har STOR-servicedag den 22.09, men der er lidt længe til. ",['130301720R'],[1.0],Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO037815,Problemer med start af renseprogram.,['130301720R'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO032177,Maskinen beder om rengøring konstant. Så snart rengøringsprogrammet er færdigt beder den om rens igen. De har ikke kunnet lave kaffe på den siden den blev installeret. * PRØVEOPSTILLING*,['130302385'],[1.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO043281,Vil ikke starte renseprogram kommer med piston error. forsøgt med genstart. ,['130301624'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO025314,Beder om rengøring igen når den er færdig,['130301259'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO027514,"Kaffen løber langsomt ud af udlevering
Mia Kaffen løber langsomt ud af udlevering
Mia","['130302422', '130302403']","[1.0, 2.0]",Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO018720,En kop kaffe giver kun ca. 1 dl.,['130305527'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO031380,Maskinen registrere ikke mælkerensetabs. Piston er knækket.,['130302070'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO015731,Kunden kan ikke få lov til at starte rengøring da den lille pind ved den røde nøgle er knækket. Kunden oplyser at de kun bruger 1 rengøringstabs i den røde nøgle.,['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO003962,Maskinen giver slet ingen kaffe. Ved valg af latte giver den mælk men der kommer ikke andet ud af maskinen. Maskinen giver slet ingen kaffe. Ved valg af latte giver den mælk men der kommer ikke andet ud af maskinen.,"['130500009', '130301624']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO014170,"Maskine slår relæset (strøm), når de kører rengøringsprogram. Kunden tror måske det er varmelegemet? Da maskinen ikke kan renses, kan de derfor ikke lave kaffe.  Kunden ønsker om muligt vi kører på den tirsdag eller onsdag efter påske.",['130302194'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO019363,Maskinen slår relæet. Kunden har slukket for den. Maskinen slår relæet. Kunden har slukket for den.,"['130302194', '130301377']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO038615,Røde pind bag rensenøgle er knækket,['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud
