Work Order,Instructions,Product ID (Product) (Product),Quantity,Primær Asset Produkt,Work Order Type
WO035272,Giver ingen mælk ved udlevering.,['130301893'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO000524,"Mail fra Kontra: Der kommer vand ud under den og ned i køleskabet.

Det haster, da der iflg. Mia er tryk på den maskine.  Mail fra Kontra: Der kommer vand ud under den og ned i køleskabet.

Det haster, da der iflg. Mia er tryk på den maskine.  Mail fra Kontra: Der kommer vand ud under den og ned i køleskabet.

Det haster, da der iflg. Mia er tryk på den maskine.  Mail fra Kontra: Der kommer vand ud under den og ned i køleskabet.

Det haster, da der iflg. Mia er tryk på den maskine. ","['130302197', '130302014', '130302294', '132000000']","[1.0, 1.0, 3.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO032509,"Ring asap og informer tid for besøg.
Der løber vand ud under maskine fra afløbsslange.
Der oprettes også ag på køleskabet.",['130302269'],[1.0],Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO026421,"Fejl på mælkemodul., Fejl på komponent",['130306078'],[1.0],Thermoplan Kaffemaskine BW4 Neo CTM1 TC,Nedbrud
WO017777,"Der er for korte vand tilslutningsslanger til maskiner, de hopper af når kunden skal rengøre den. (Kunden mener at det er vandtilslutningsslangerne som der er for korte, men er ikke helt sikker)",['130301035'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO049975,"Der løber vand ud af maskinen, især ved rengøringsprogram. Kommer ud under maskinen. Der løber vand ud af maskinen, især ved rengøringsprogram. Kommer ud under maskinen. Der løber vand ud af maskinen, især ved rengøringsprogram. Kommer ud under maskinen. Der løber vand ud af maskinen, især ved rengøringsprogram. Kommer ud under maskinen.","['130307949', '130302025', '130302244', '130302199']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO039329,Stopper i step 8 i rengøring. Forsøgt med genstart flere gange uden tabletter i.  Stopper i step 8 i rengøring. Forsøgt med genstart flere gange uden tabletter i. ,"['130301935', '130302125']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO042096,"Under rens, bliver vand ved med at løbe ud ved mælkebeholder. De har forsøgt rens to gange, men begge gange vil den ikke stoppe med at give vand i beholder.  Under rens, bliver vand ved med at løbe ud ved mælkebeholder. De har forsøgt rens to gange, men begge gange vil den ikke stoppe med at give vand i beholder. ","['130302294', '130301657']","[4.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO006085,En af maskinerne er lang tid om at lave dob. shot. Står og drypper det ud. En af maskinerne er lang tid om at lave dob. shot. Står og drypper det ud. En af maskinerne er lang tid om at lave dob. shot. Står og drypper det ud.,"['130301280', '130301624', '130301523']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO009212,3/4kopper kaffe 3/4kopper kaffe,"['130301529', '130301682']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO012601,Registrerer ikke rensetabs i den røde nøgle. Der er ingenting i den blå. Registrerer ikke rensetabs i den røde nøgle. Der er ingenting i den blå. Registrerer ikke rensetabs i den røde nøgle. Der er ingenting i den blå. Registrerer ikke rensetabs i den røde nøgle. Der er ingenting i den blå.,"['130301129', '132000000', '130302422', '130302194']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO049627,Vil ikke registrere røde rensenøgle. Pind ser knækket ud. Vil ikke registrere røde rensenøgle. Pind ser knækket ud.,"['130307949', '130302422']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO022880,"Ikke besøg mellem 9-13.
Har ført dagbog over nedbrud og fejl. Ønsker besøg for at få maskinen fejlfri.",['130301318'],[1.0],Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO043388,"Løbetid er på kun 10 sekunder, skal være på 30.
Har prøvet at justere formaling finere, men det ændre ikke noget. Har prøvet at justere til groveste og så tilbage til fineste uden det hjalp.
",['130301535'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO018557,"Maskinen har to fejl:
Når de steamer kommer der kogende vand ud i toppen af steameren som gør at de brænder sig på den.
Når de laver shot lyder det som om der er noget løst inde i maskinen, da der kommer en rasle lyd indefra maskinen. Maskinen har to fejl:
Når de steamer kommer der kogende vand ud i toppen af steameren som gør at de brænder sig på den.
Når de laver shot lyder det som om der er noget løst inde i maskinen, da der kommer en rasle lyd indefra maskinen.","['130301860', '130301811']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO026801,"Tekst fra mail: Kaffemaskine i kiosken laver kun halve kopper kaffe, det lyder som om den har svært ved at trække vand ind",['130305527'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO034593,Står helt stille.,['131000012R'],[1.0],Thermoplan Kaffemaskine BW4 CTM2 P 380V MDB-T,Nedbrud
WO019865,"Maskinen melder piston error og laver ikke hele kopper. Kunden oplyser at de har ringet ind i onsdag for at fejlmelde maskinen, men kan ikke huske hvem de har snakket med. Kunden ønsker derfor besøg hurtigst muligt. Maskinen melder piston error og laver ikke hele kopper. Kunden oplyser at de har ringet ind i onsdag for at fejlmelde maskinen, men kan ikke huske hvem de har snakket med. Kunden ønsker derfor besøg hurtigst muligt.","['130301624', '130301317']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO041387,"Autosteam virker ikke, der sker ikke noget, når de trykker på knappen. Manuel steam kan godt bruges.",['130301860'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO021583,"Løbetider skifter. Det ene shot løber på 19 sekunder, det næste på 30 sekunder. Løbetider skifter. Det ene shot løber på 19 sekunder, det næste på 30 sekunder. Løbetider skifter. Det ene shot løber på 19 sekunder, det næste på 30 sekunder.","['130301811', '131000007R', '130301860']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO052200,GENKØRSEL: Kommer fortsat ikke nok i kopperne ved latte og cappuccino mellem. Samt drypper med vand ved grumsespanden.,['130301773'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO045747,Kan ikke lave kakao og det drypper med vand under bunden af maskinen midt/bagerst.  Kan ikke lave kakao og det drypper med vand under bunden af maskinen midt/bagerst.  Kan ikke lave kakao og det drypper med vand under bunden af maskinen midt/bagerst. ,"['130305966', '130302380', '130302193']","[2.0, 1.0, 2.0]",Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO039103,Maskine beder om rengøring igen og igen. Også efter genstart. ,['130300149'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO008611,"Når de tager bønner fra Espressobeholderen, siger den en mærkelig lyd og laver meget tynde kopper.",['131000007R'],[1.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO002873,Vandet mælk efter sidste besøg Vandet mælk efter sidste besøg,"['130302197', '130302294']","[1.0, 4.0]",Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO049608,Cappuccino er meget lille og kommer næsten ingen skum. Cappuccino er meget lille og kommer næsten ingen skum. Cappuccino er meget lille og kommer næsten ingen skum. Cappuccino er meget lille og kommer næsten ingen skum.,"['130305920', '130306129', '130301923', '130302366']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4 CTM2 PF RL 380V renoveret,Nedbrud
WO026716,"Bønner sidder fast i grinder. Kunde har forsøgt at skille det ad for at fjerne bønnerne, men det virker ikke.
Maskinen kværner ikke noget kaffe. Bønner sidder fast i grinder. Kunde har forsøgt at skille det ad for at fjerne bønnerne, men det virker ikke.
Maskinen kværner ikke noget kaffe. Bønner sidder fast i grinder. Kunde har forsøgt at skille det ad for at fjerne bønnerne, men det virker ikke.
Maskinen kværner ikke noget kaffe.","['130301344', '130301624', '130301317']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO005718,Melder piston error. Løber vand i grumseskuffen. Melder piston error. Løber vand i grumseskuffen. Melder piston error. Løber vand i grumseskuffen.,"['130301175', '130301704', '130301686']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO046004,"Røde pind i rensenøgle knækket. Rengøringsprogram starter, men stopper så. ",['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO046444,"Samme issue som i lørdags, Der er meget vand i grumseskuffen og maskinen slå strømmen.",['130301317'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO010464,"Maskinen kører, men bliver ved med at melde flow error.",['131000008R'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO012486,"Udlevere ikke kakao, løber ud under maskine.",['130305339'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO041765,"Kommer varm luft med vand ud i toppen af steameren. Kommer ikke særlig meget steam ud og den piber, hvilket gør det svært at lave en god kop kaffe.  Kommer varm luft med vand ud i toppen af steameren. Kommer ikke særlig meget steam ud og den piber, hvilket gør det svært at lave en god kop kaffe. ","['130301860', '130301811']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO032985,"Maskinen kan ikke lave rens.  Der mangler en magnet i dækslet der gør den kan registrere.  Vi var tidligere ude på adressen, og der tog vi magneten fra denne maskine for midlertidigt at reparere en anden.   Hun vil derfor gerne have denne del monteret snarest muligt.",['130302344'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO017348,Kaffemaskine er utæt.,['130305533'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO007296,Der løber vand nedenud af maskinen. Der løber vand nedenud af maskinen. Der løber vand nedenud af maskinen.,"['130302194', '130302173', '130302205']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO018288,Maskinen tager ikke imod mønter - de ryger direkte igennem. De har tjekket om den er fyldt.   Den står ved Café Square.,['130301893'],[1.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO009699,"De oplever fejl periodisk, hvor den ikke vil give mælk, eller ikke vil give kaffe. I lørdags under rens skulle skuffen tages ud igen, og derefter bad den om rens igen.",['130302385'],[1.0],Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO050893,Ved rengøring melder den sporadisk at grumseskuffe mangler. Oplever derfor at rengøringsprogram afbrydes nogle gange inden det kan gennemføres.,['130301605'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO033888,Tekst fra mail: Vi har ikke fået løst udfordringen med kaffemaskine nr. 1 hvor der kommer vand under. Vandet lugter ikke særligt godt,['131000009R'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2 Starbucks,Nedbrud
WO047084,Lækker vand under maskine ved bryg af kaffe. Lækker vand under maskine ved bryg af kaffe.,"['130302205', '130302269']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO000622,CD: Siger en høj hyletone når maskinen står stille - CD siger det er det samme de oplever som ved Basico (blæser ved bønnebeholder),['130301805'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO027421,"Den løber over ved kakaodel, når de køre rens.",['130302291'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO050249,"Stopper i rengøringsprogram, melder error during cleaning. Joan oplyser at fejlen er: cleaning temperature to low.",['130306183'],[1.0],Thermoplan Kaffemaskine BW4 CTM2 2M RL TC 230V,Nedbrud
WO048040,Laver kun halve kopper kaffe Laver kun halve kopper kaffe Laver kun halve kopper kaffe Laver kun halve kopper kaffe,"['130500006', '130301529', '131000009R', '130304219']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO034952,4 maskiner i restauranten: Mælk løber ikke ud eller ikke nok ved latte eller Cappuccino. Ved nogle maskiner løber der kun mælk ud af 1 i stedet for 2 ved tud. ,['130301686'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO042080,Pind bag røde rensenøgle er knækket,['130302422'],[1.0],Thermoplan Kaffemaskine BW4 CTM2 P 2M RL TC 230V ,Nedbrud
WO028795,"Bemærkninger til servicelinje: 
lækker vand ud på bordet, ""ret meget"", haster
",['130302269'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud
WO023325,"Den har problemer med at få vandet op at koge. De har genstartet som den beder om, men det løser ikke problemet.",['130306229'],[0.1],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO002934,"display skiftes, ",['130301719'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO046321,"Vil ikke kværne, stopper hver anden gang, som om der er noget der sidder i kværnen. Vil ikke kværne, stopper hver anden gang, som om der er noget der sidder i kværnen. Vil ikke kværne, stopper hver anden gang, som om der er noget der sidder i kværnen. Vil ikke kværne, stopper hver anden gang, som om der er noget der sidder i kværnen. Vil ikke kværne, stopper hver anden gang, som om der er noget der sidder i kværnen.","['131000009R', '130301342', '130301624', '130301280', '130301175']","[1.0, 1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2 Starbucks,Nedbrud
WO014567,"Ring for at aftale tid for besøg.
Kører igennem renseprogram. Sætter tom mælkebeholder ind, kan ikke komme videre. Har startet forfra, men det sker igen, Ring for at aftale tid for besøg.
Kører igennem renseprogram. Sætter tom mælkebeholder ind, kan ikke komme videre. Har startet forfra, men det sker igen,","['130302205', '130302194']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO051595,Drypper med vand under maskine venstre side. De har slukket for maskinen.,['130301530'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO011455,Stopper i den sidste del af rense programmet. Hvor beholder for mælk skal tømmes. Men flueben kommer ikke frem så man kan afslutte. Kunde har prøvet at genstarte uden held.  Stopper i den sidste del af rense programmet. Hvor beholder for mælk skal tømmes. Men flueben kommer ikke frem så man kan afslutte. Kunde har prøvet at genstarte uden held. ,"['130302313', '130302070']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO037182,Maskine doserer kun ud af den ene side af doseringshovedet.,['130301686'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO011733,Som om slangerne ikke kan renses ordenligt efter den har stået stille i en periode.,['130302313'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO039162,"Slår sikringen, sker når de trykker på kaffe.",['130305722'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO021840,Sviner i kakao,['130302291'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO006244,"Mail:
I Starbucks er det mælkesteameren. 

 Mail:
I Starbucks er det mælkesteameren. 

","['130301922', '130301277']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO003597,"LAver kun halve kopper, efter de har kørt rens. LAver kun halve kopper, efter de har kørt rens. LAver kun halve kopper, efter de har kørt rens. LAver kun halve kopper, efter de har kørt rens. LAver kun halve kopper, efter de har kørt rens. LAver kun halve kopper, efter de har kørt rens. LAver kun halve kopper, efter de har kørt rens. LAver kun halve kopper, efter de har kørt rens.","['130301535', '130301874', '130301492', '130301338', '132000000', '130301715', '130302366', '130301563']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO044001,indmeldt 60577578 - maskine stopper i rengøringsprogram step 2 ca midtvejs.  Har forsøgt sluk / tænd uden held. Forsøgt rengøring flere gange.,['131000010R'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO001047,Fylder for lidt i kopperne. Mangler 4 cm. Fylder for lidt i kopperne. Mangler 4 cm. Fylder for lidt i kopperne. Mangler 4 cm. Fylder for lidt i kopperne. Mangler 4 cm. Fylder for lidt i kopperne. Mangler 4 cm.,"['130301874', '130301128', '130301535', '130301715', '132000000']","[1.0, 1, 4.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO044401,Den laver en hvinende lyd fra kværnen sporadisk og skærmen vil ikke altid registrere når man trykker på den Den laver en hvinende lyd fra kværnen sporadisk og skærmen vil ikke altid registrere når man trykker på den,"['130301720R', '130301329']","[1.0, 2.0]",Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO020699,De kan slet ikke starte renseprogram igang. De kan slet ikke starte renseprogram igang. De kan slet ikke starte renseprogram igang. De kan slet ikke starte renseprogram igang. De kan slet ikke starte renseprogram igang. De kan slet ikke starte renseprogram igang. De kan slet ikke starte renseprogram igang. De kan slet ikke starte renseprogram igang. De kan slet ikke starte renseprogram igang. De kan slet ikke starte renseprogram igang.,"['130301379', '130301729', '130301530', '132000000', '130301453', '130301785', '130302025', '130301715', '130301093', '130301923']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO031466,"Ring og info tid for besøg.
Opdatering, de mener at den springer sikringer. Der løber kaffe fra den ene ben af kaffemaskinen.
Skærm var blevet sort. Forsøgte med genstart, hjalp ikke. Tjekket om der var gået en sikring i bygningen, var der ikke.",['130302194'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO010251,tilslutningsslange defekt,['130304490'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO045068,Sag 2 af 4. Mælkeslange er beskidt og bør skiftes.,['130302313'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO052740,Der ligger vand i grumsespanden. Der ligger vand i grumsespanden.,"['130301892', '130301318']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO017752,"De har problemer med deres sikring går,
De tror det kan være en ledning eller varmelegeme i kaffemaskinen der driller. De har problemer med deres sikring går,
De tror det kan være en ledning eller varmelegeme i kaffemaskinen der driller.","['130301715', '130301453']","[1.0, 2.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO049474,"Udlevere ikke mælk.
Nogle gange kommer der lidt. Udlevere ikke mælk.
Nogle gange kommer der lidt.","['130301715', '132000000']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO008576,"Studs eller spids på rensenøgler sidder fast, så de kan ikke sætte renseprogram i gang.  Studs eller spids på rensenøgler sidder fast, så de kan ikke sætte renseprogram i gang. ","['130302422', '130302031']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO017674,"Maskinen vil ikke skumme mælken til mælkedrikke, så der kommer bare alm tynd mælk ud. Alm kaffedrikke fungere fint. Maskinen vil ikke skumme mælken til mælkedrikke, så der kommer bare alm tynd mælk ud. Alm kaffedrikke fungere fint. Maskinen vil ikke skumme mælken til mælkedrikke, så der kommer bare alm tynd mælk ud. Alm kaffedrikke fungere fint. Maskinen vil ikke skumme mælken til mælkedrikke, så der kommer bare alm tynd mælk ud. Alm kaffedrikke fungere fint.","['130301535', '132000000', '130301806', '130302070']","[2.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO032140,"Steamer virker ikke. Når de prøver at bruge den, slukker maskinen. Steamer virker ikke. Når de prøver at bruge den, slukker maskinen.","['130301811', '130301860']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO013588,"Vil ikke starte op efter rens, melder fejl.",['130302385'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO039941,Melder flowerror efter der er taget tevand. Melder flowerror efter der er taget tevand. Melder flowerror efter der er taget tevand.,"['130305533', '130304345', '130302269']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO003917,"Ved valg af kaffe kom der ikke noget ud af maskinen, kunde trykkede igen og så kom der både vand og mælk ud over det hele og maskinen slog relæet fra.  Ved valg af kaffe kom der ikke noget ud af maskinen, kunde trykkede igen og så kom der både vand og mælk ud over det hele og maskinen slog relæet fra.  Ved valg af kaffe kom der ikke noget ud af maskinen, kunde trykkede igen og så kom der både vand og mælk ud over det hele og maskinen slog relæet fra.  Ved valg af kaffe kom der ikke noget ud af maskinen, kunde trykkede igen og så kom der både vand og mælk ud over det hele og maskinen slog relæet fra.  Ved valg af kaffe kom der ikke noget ud af maskinen, kunde trykkede igen og så kom der både vand og mælk ud over det hele og maskinen slog relæet fra. ","['130301127', '130301128', '130301535', '130301537', '130301715']","[1.0, 1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO003228,"Udskiftning af modul. Kunde skal betale forud.

Der ydes ingen garanti for at udskiftning af modulet alene får kaffemaskinen til at virke. ",['131000008R'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO015611,Drypper. Håndklæde under maskine bliver vådt.,['130305966'],[2.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO007132,"Tevand er ikke varmt nok. Kun 80 grader, og boiler står til 96. ",['130301739'],[1.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO028536,"Kan ikke foame, giver mælk",['132000000'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO039308,"Melder flowerror på espressoen, de har prøvet at justere på formalingen Melder flowerror på espressoen, de har prøvet at justere på formalingen","['130301522', '130301535']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO003826,Maskinen melder fejl under rengøring og derefter vandflow fejl. Maskinen melder fejl under rengøring og derefter vandflow fejl. Maskinen melder fejl under rengøring og derefter vandflow fejl.,"['130302263', '132000000', '130302268']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO034348,Midt i renseprogram melder flow error og kan ikke komme videre.  Midt i renseprogram melder flow error og kan ikke komme videre. ,"['130301529', '130301715']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO013933,"Anita ønsker besøg i dag inden kl. 15, så Anita er i butikken.
Melder vandflowflow.",['130302403'],[2.0],Thermoplan Kaffemaskine BW4 CTM2 P TC 380V,Nedbrud
WO035764,"Ankomst Hirtshals: 12:00. Afgang kl. 15.00.
Når man laver kaffe til beholder: Når så man trykker på kaffe, så laver den en kop, men den forsætter med, at løbe i nogle sekunder, og dette gør, at vores beholder under maskinen hurtigt bliver fyldt op og der er kaffe over alt. 
Måske hver 2-3 der laver en kaffe får egentligt den mængde de skal. 
Men den forsætter dog med at løbe i nogle sekunder efterfølgende. Dog med tyndere stråler, men over en hel dag, så bliver det til en del.  Ankomst Hirtshals: 12:00. Afgang kl. 15.00.
Når man laver kaffe til beholder: Når så man trykker på kaffe, så laver den en kop, men den forsætter med, at løbe i nogle sekunder, og dette gør, at vores beholder under maskinen hurtigt bliver fyldt op og der er kaffe over alt. 
Måske hver 2-3 der laver en kaffe får egentligt den mængde de skal. 
Men den forsætter dog med at løbe i nogle sekunder efterfølgende. Dog med tyndere stråler, men over en hel dag, så bliver det til en del. ","['130301535', '130301923']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO047290,"Henvend i reception - Dominik. Har slået relæ, nu cykler den bare rundt rengøring men kommer ikke videre",['130301917'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO042500,Der kommer vand og mælk under maskinen. Under bryg af kaffe kommer der vand og drikke med mælk lander halvdelen af mælken under maskinen.  Der kommer vand og mælk under maskinen. Under bryg af kaffe kommer der vand og drikke med mælk lander halvdelen af mælken under maskinen.  Der kommer vand og mælk under maskinen. Under bryg af kaffe kommer der vand og drikke med mælk lander halvdelen af mælken under maskinen. ,"['132000000', '130301624', '130301280R']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO046459,"Stopper i rengøringsprogram, er nået helt igennem programmet. melder så at der skal mælk ind i køl, og så starter den forfra.",['130301259'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO012015,Stopper til under mixerskål for kakao,['130302164'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO017579,"Maskinen hælder ""spildevand"" i koppen når der trykkes på espresso Maskinen hælder ""spildevand"" i koppen når der trykkes på espresso Maskinen hælder ""spildevand"" i koppen når der trykkes på espresso","['130301535', '130301892', '130301522']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO004520,Laver 1/2 kopper på cappuccino - de har ikke tjekket de andre drikke. Laver 1/2 kopper på cappuccino - de har ikke tjekket de andre drikke. Laver 1/2 kopper på cappuccino - de har ikke tjekket de andre drikke.,"['130301922', '132000000R1', '130301535']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO051843,Maskinen utæt under renseprogram.,['130301035'],[1.0],Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO007199,Maskinen giver ikke nok mælk til mælkedrikke  Maskinen giver ikke nok mælk til mælkedrikke  Maskinen giver ikke nok mælk til mælkedrikke ,"['130302194', '130302197', '130301127']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO045424,"Indmeldt af JOH, maskinen er utæt og lækker vand.  VIGTIGT: Der skal monteres en Kilo Autotamper i Brasserie Kunsten ved deres Faema, denne tages med fra Bentax lager. Jeg laver særskilt ordre WO045425 på den.",['130301963'],[2.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO049014,Pernille skal kontaktes inden besøg. Mælkeslangen ser muggen ud.,['130301845'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO012689,Mælk skummer ikke og heller ikke det rigtige niveau Mælk skummer ikke og heller ikke det rigtige niveau Mælk skummer ikke og heller ikke det rigtige niveau,"['130301563', '130301859', '130301563']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO017621,Maskinen laver mindre drikke ift. deres anden maskine. Det er primært ved Cafe Latte som er ca. 2 cm mindre i koppen end den plejer at være. Maskinen laver mindre drikke ift. deres anden maskine. Det er primært ved Cafe Latte som er ca. 2 cm mindre i koppen end den plejer at være.,"['130302197', '132000000']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO035986,vand under maskine,['130302388'],[1.0],Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO047968,"Om mulig vil de gerne have besøg i dag.
Den vil ikke køre rengøringsprogram.
Den stopper ved step 1 og køre bare en masse vand ud.
De har prøvet at genstarte maskinen.",['130302263'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO036389,"Drypper under maskine ned på bordet og gulvet, samt ved rørene under. ",['130301724'],[1.0],Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO001113,Mælkeslangen er stoppet. Mælkeslangen er stoppet.,"['130302313', '130301794']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO017984,Smider vand ud under maskinen ved det ene ben.,['130302194'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
