Work Order,Instructions,Product ID (Product) (Product),Quantity,Primær Asset Produkt,Work Order Type
WO032664,"Sikringen slog ud. Efterfølgende da maskine blev tændt, står den fast i cold start rinse. Kommer ikke videre. begge rensenøgler er tjekket og de er uden rensetabletter.",['130301214'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO032666,Giver ikke mælk. Sug er tjekket. Flowfejl. ,['130302263'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO032675,"Melder flowerror, har også prøvet at køre rens, der melder den også flowerror.
Vil gerne have besøg i morgen",['130305536'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO032676,kan ikke køre rens,['130302385'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO032692,"Maskine melder ""Piston error"".",['130301273'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO032701,Den slår sikringerne.,['130302253'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO032710,"Melder flowerror når den skal give vand til americano. Kun ved Americano, ikke ved espresso, kaffe eller tevand Melder flowerror når den skal give vand til americano. Kun ved Americano, ikke ved espresso, kaffe eller tevand","['130301535', '130301522']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO032711,Utæt Utæt Utæt,"['130302269', '131000011R', '130302294']","[1.0, 1.0, 2.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO032714,"Doserer kun halvdelen af mælken, derfor kun halve kopper. Tjekket for tilstopninger.",['130301715'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO032716,"Haster ikke, besøg når vi er i nærheden.
Vil ikke registere rensetabs/rensenøgle. Ligner at piston er knækket.",['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO032717,"Spildbakken løber over, og løber også ned på bordet under maskinen. Når maskine beder om at få tømt spildbakken er den allerede heeelt fyld op. Spildbakken løber over, og løber også ned på bordet under maskinen. Når maskine beder om at få tømt spildbakken er den allerede heeelt fyld op. Spildbakken løber over, og løber også ned på bordet under maskinen. Når maskine beder om at få tømt spildbakken er den allerede heeelt fyld op.","['130301535', '130301522', '130301175R']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO032723,Der er vand i skabet og på bordet under maskinen.,['130301690'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO032732,"Udlevere for lidt til Americano (1/3 af koppen)
Udløbstider virker forkerte. Espresso er på 9 sekunder. Db espresso er på 30 sekunder.
Hvis der er spørgsmål, må der ringes til Oline.",['130301611'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO032735,Giver ikke kakao. Tjekket for tilstopning/størknet kakao. Kaffen er tynd. De har ikke skiftet til en anden kaffe.,['130302164'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO032747,"Genkørsel
Melder ""piston error"" igen. Virkede ca. 30 min efter besøg i går, og så kom fejlen igen. Filterplade blev skiftet ved besøg igår. Genkørsel
Melder ""piston error"" igen. Virkede ca. 30 min efter besøg i går, og så kom fejlen igen. Filterplade blev skiftet ved besøg igår.","['130301201', '130301361']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO032751,Kan ikke køre rengøringsprogram. Melder flow error. Der er ikke lukket for vandet. Kan ikke køre rengøringsprogram. Melder flow error. Der er ikke lukket for vandet. Kan ikke køre rengøringsprogram. Melder flow error. Der er ikke lukket for vandet. Kan ikke køre rengøringsprogram. Melder flow error. Der er ikke lukket for vandet. Kan ikke køre rengøringsprogram. Melder flow error. Der er ikke lukket for vandet.,"['130301317', '131000009R', '130301529', '130301342', '130301175R']","[1.0, 1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO032770,"Ring og aftal tid for besøg. Tekniker skal hentes på landside og igennem security med Adrian.
Melder piston error og powder error.
Der er også sag på filterskifte Ring og aftal tid for besøg. Tekniker skal hentes på landside og igennem security med Adrian.
Melder piston error og powder error.
Der er også sag på filterskifte Ring og aftal tid for besøg. Tekniker skal hentes på landside og igennem security med Adrian.
Melder piston error og powder error.
Der er også sag på filterskifte","['130301280', '130301318', '130301624']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO032775,"Ønsker senest mandag uge 32.
2/8 opdatering, melder nu også vandflowfejl og fejler i rengøring.
1/8 Stoppet til under mixerskål for kakao.",['130302291'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO032805,Drypper fra afløbsslange. Drypper fra afløbsslange.,"['130301728R', '130301903']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO032819,"Maskine er utæt. Indmelder kunne desværre ikke oplyse yderligere, da det ikke er ham som opdagede utætheden. Maskine er utæt. Indmelder kunne desværre ikke oplyse yderligere, da det ikke er ham som opdagede utætheden. Maskine er utæt. Indmelder kunne desværre ikke oplyse yderligere, da det ikke er ham som opdagede utætheden.","['130301127', '130301923', '130301892']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2 Starbucks,Nedbrud
WO032824,"Opdatering 8/8, kaffe løber ud, bag ved udløbshovede. Den er slukket.
Blinker når de tager kaffe. Hun siger det er samme problem som sidste gang, men tidligere nedbrud i dag var på, at maskine ikke kan starte op og manglede flash card. Har prøvet at ringe tilbage til indmelder. Kald blev ikke besvaret.
03/08 Update: utæt bag doseringshovedet. Opdatering 8/8, kaffe løber ud, bag ved udløbshovede. Den er slukket.
Blinker når de tager kaffe. Hun siger det er samme problem som sidste gang, men tidligere nedbrud i dag var på, at maskine ikke kan starte op og manglede flash card. Har prøvet at ringe tilbage til indmelder. Kald blev ikke besvaret.
03/08 Update: utæt bag doseringshovedet.","['130301686', '130301704']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO032829,"Vil ikke registrere mælken efter rens. Melder også temp. for mælk for høj.
03/08 Update: Maskine driller ekstra meget nu, kunde rykkede for besøg. Vil ikke registrere mælken efter rens. Melder også temp. for mælk for høj.
03/08 Update: Maskine driller ekstra meget nu, kunde rykkede for besøg.","['130301923', '130302313']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4 CTM2 TC 230V,Nedbrud
WO032833,"Vores kaffemaskine på vores 2. sal driller med mælken. Den kommer op med fejl på at den mangler mælk, selvom mælken er helt fuld. Vi har forsøgt at genstarter maskine flere gange. De hjælper kortvarigt, men så vender fejlen tilbage. Vores kaffemaskine på vores 2. sal driller med mælken. Den kommer op med fejl på at den mangler mælk, selvom mælken er helt fuld. Vi har forsøgt at genstarter maskine flere gange. De hjælper kortvarigt, men så vender fejlen tilbage.","['131000011R', '130302313']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO032836,Maskine skummer ikke mælken korrekt efter opstart (længere tids stilstand). Kaffedrikke uden mælk leveres korrekt.,['130307000'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO032838,Lokation Silo 5 sal tekøkken. Kunden er usikker på om det er højre eller venstre maskine.  Maskinen er utæt under rens. De har slukket den indtil vi har været der.,['130301139'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO032878,"Ved Espresso og americano udleveres der kun vand, ingen fejlmeddelelser vises. ",['130301342'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO032883,Ved Cappuccino og Latte kommer der ikke den rette mængde mælk ud. Ved Cappuccino og Latte kommer der ikke den rette mængde mælk ud.,"['132000000', '130301923']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO032889,"Smagen er anderledes, ved dobbeltshot, meldt af flere kunder.  Smagen er anderledes, ved dobbeltshot, meldt af flere kunder.  Smagen er anderledes, ved dobbeltshot, meldt af flere kunder.  Smagen er anderledes, ved dobbeltshot, meldt af flere kunder. ","['130301624', '130301280R', '130301273', '130301175']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO032893,Udleveringshovede falder stadig ned.,['130301611'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO032894,"De ligger i havn i morgen (lørdag) kl. 12:30-15:30
Meldte flow error efter produkt. De forsøgte med rens, men melder stadig flow error. Forsøgt at skifte noget filter, men det hjalp heller ikke. Skærmen er gået i sort, og de har forsøgt med genstart, men uden held. De ligger i havn i morgen (lørdag) kl. 12:30-15:30
Meldte flow error efter produkt. De forsøgte med rens, men melder stadig flow error. Forsøgt at skifte noget filter, men det hjalp heller ikke. Skærmen er gået i sort, og de har forsøgt med genstart, men uden held. De ligger i havn i morgen (lørdag) kl. 12:30-15:30
Meldte flow error efter produkt. De forsøgte med rens, men melder stadig flow error. Forsøgt at skifte noget filter, men det hjalp heller ikke. Skærmen er gået i sort, og de har forsøgt med genstart, men uden held. De ligger i havn i morgen (lørdag) kl. 12:30-15:30
Meldte flow error efter produkt. De forsøgte med rens, men melder stadig flow error. Forsøgt at skifte noget filter, men det hjalp heller ikke. Skærmen er gået i sort, og de har forsøgt med genstart, men uden held.","['130301715', '130301624', '130301917', '130301273']","[1.0, 1.0, 1.0, 2.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO032897,"Drypper under bunden, set ved rens. Drypbakken er skubbet helt ind. Mixerskål for kakao ser helt ren ud.",['130302394'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO032903,"Der løber vand under maskinen, bl.a. ved tænd og sluk knappen. Der løber vand under maskinen, bl.a. ved tænd og sluk knappen.","['130302227', '130302269']","[1.0, 1.0]",Modul BW4c Hydraulik OMBYT,Nedbrud
WO032933,Der kommer vand ud under maskinen,['130302269'],[1.0],Thermoplan Kaffemaskine BW4 CTM2 2M RL TC 230V,Nedbrud
WO032934,Maskine gået i sort,['130301209'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO032935,Melder udløbsfejl Melder udløbsfejl,"['130301175', '131000007R']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO032936,Sår relæ,['130301917'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO032946,Melder piston error Melder piston error,"['130301201', '130301361']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO032960,Tabben er knækket i rensenøglen til de røde rensetabletter. ,['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO032962,"Kode til tekniker: Tea.Water: Flow lover than 10 ml in 1.0 s
Se løsningsforslag i  fejlkodedokument",['130305527'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO032965,Der kommer vand fra bunden. Der kommer vand fra bunden.,"['130305981', '130305533']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO032967,Giver ingen mælk. Kunden har tjekket at mælkesien ikke er stoppet.,['130302313'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO032977,"Den er langsom til at brygge kaffen, uanset variant, som om den er køler ned for hver kop og skal varme op på ny. ",['130301845'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO032983,Melder Piston Error. Melder Piston Error.,"['130301201', '130301364']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO032985,"Maskinen kan ikke lave rens.  Der mangler en magnet i dækslet der gør den kan registrere.  Vi var tidligere ude på adressen, og der tog vi magneten fra denne maskine for midlertidigt at reparere en anden.   Hun vil derfor gerne have denne del monteret snarest muligt.",['130302344'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO032994,Maskinen melder at temperaturen i køleskabet er for højt.,['130302267'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO032995,Lyder meget mærkeligt når den kværner kaffen,['130301212'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO033002,"Vores Thermoplan maskine nr. 6, hvæser af os og så giver den kun halve kopper Vores Thermoplan maskine nr. 6, hvæser af os og så giver den kun halve kopper Vores Thermoplan maskine nr. 6, hvæser af os og så giver den kun halve kopper Vores Thermoplan maskine nr. 6, hvæser af os og så giver den kun halve kopper Vores Thermoplan maskine nr. 6, hvæser af os og så giver den kun halve kopper","['130301923', '130301535', '130301127', '130305527', '130301175R']","[1.0, 1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO033008,Røde pind i rensenøgle er knækket. Røde pind i rensenøgle er knækket.,"['130302422', '130302422']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO033014,"Hvis besøg ikke bliver i dag, skal Anne informeres.
Skærmen blinker igen.",['130301720R'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO033019,Stopper midt i rengøring. Waterflowfejl.,['130302263'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO033066,"De oplever fortsat at den er langsom til at brygge kaffen, uanset variant, som om den er køler ned for hver kop og skal varme op på ny. ",['130301739'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO033100,"Maskinen vil ikke starte op. Den beder om rensetabs, og når de sætter dem i, sker der ikke noget. Maskinen vil ikke starte op. Den beder om rensetabs, og når de sætter dem i, sker der ikke noget.","['130301361', '130301201']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO033101,Røde pind ved rensenøgle er knækket.,['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO033121,Tager ikke imod rensenøgler Tager ikke imod rensenøgler,"['130305536', '130301638']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO033160,"Ring og info tid for besøg.
Melder Vandflowfejl, uanset hvad de gør. Slukker maskinen.
Melder også filterskifte Ring og info tid for besøg.
Melder Vandflowfejl, uanset hvad de gør. Slukker maskinen.
Melder også filterskifte","['130302309', '130302403']","[1.0, 2.0]",Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud
WO033172,"Fra mail: Thermoplan maskine nr 3, giver kun halve kopper, vil I kigge på den Fra mail: Thermoplan maskine nr 3, giver kun halve kopper, vil I kigge på den Fra mail: Thermoplan maskine nr 3, giver kun halve kopper, vil I kigge på den Fra mail: Thermoplan maskine nr 3, giver kun halve kopper, vil I kigge på den","['130301923', '130301127', '130301715', '130301535']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO033181,"Der løber vand ud af maskinen når de tager kaffe.
Giver ikke mælk, slange i mælk er ikke tilstoppet. Der løber vand ud af maskinen når de tager kaffe.
Giver ikke mælk, slange i mælk er ikke tilstoppet. Der løber vand ud af maskinen når de tager kaffe.
Giver ikke mælk, slange i mælk er ikke tilstoppet.","['130301535', '130301535', '130301127']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO033185,Slår relæ når de kører rengøring Slår relæ når de kører rengøring,"['130301715', '130301917']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO033193,Melder igen tom på bønnebeholder.,['131000007R'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO033243,Piston error. Brygger ingen kaffe.  Piston error. Brygger ingen kaffe. ,"['130301201', '130301361']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO033244,Hver gang der tages en drik melder den vandflowfejl. De ved ikke hvilken drik der er taget. Der har ikke været lukket for vandet.,['130305527'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO033248,"I konferencen i stueetagen, til venstre.
Den starter op med at lave kaffe, kommer med en høj larm, stopper så, melder ingen fejl. Skal gentsartes før den reagere på tryk igen.",['132000000'],[1.0],Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO033252,"Søndag d. 20/08 - Ankommer kl 12:30 lokal tid, og har afgang kl 16:30 lokal tid. 
Melder vandflowfejl igen, kort efter vi satte slange fast på maskine i går. Søndag d. 20/08 - Ankommer kl 12:30 lokal tid, og har afgang kl 16:30 lokal tid. 
Melder vandflowfejl igen, kort efter vi satte slange fast på maskine i går.","['131000007R', '130301867']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO033258,Kan ikke køre rengøring.,['131000014R'],[1.0],Thermoplan Kaffemaskine BW4 Neo CTM2 TC,Nedbrud
WO033259,"Når den er lige ved at være færdig med at udlevere shot, kommer der en høj skrigende lyd.",['130301522'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO033278,Steamarm er faldet af maskinen. Hænger i ledningerne. Steamarm er faldet af maskinen. Hænger i ledningerne.,"['130301811', '130301860']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO033283,"Melder vandflowfejl, kan ikke sige i hvilken forbindelse.
Har ikke kunne lave mælkedrikke tidligere på dagen. Melder vandflowfejl, kan ikke sige i hvilken forbindelse.
Har ikke kunne lave mælkedrikke tidligere på dagen.","['130302227', '130302263']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO033284,"Melder motor position error
",['130302349'],[1.0],Thermoplan Kaffemaskine BW4 CTM2 P 380V MDB-T,Nedbrud
WO033290,Hyler i spindet og skal smøres.,['130301624'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO033297,"Kontakt Lone før besøg (Hun er ikke tilstede fredag og mandag) 
Kaffen er tynd og kaffe med mælk kommer der yderligere vand i efter mælk. ",['130301129'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO033320,Flow error (TX0115). Kunde mente at der var tilslutning af vand.  Flow error (TX0115). Kunde mente at der var tilslutning af vand. ,"['130301690', '130301535']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO033333,Maskinen registrerer ikke rengøringstabs. Giver ingen fejlbesked.,['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud
WO033335,"Kontakt Marian ved ankomst
Melder bønnebeolder tom. Der er bønner i. Mistænker at noget sidder fast i kværnen. Kontakt Marian ved ankomst
Melder bønnebeolder tom. Der er bønner i. Mistænker at noget sidder fast i kværnen.","['130301280R', '130301624']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO033350,"Kontakt Tina for aftale med besøg og plads. Latte og Cappuccino er stærke, som om der ikke kommer nok vand i.  Kontakt Tina for aftale med besøg og plads. Latte og Cappuccino er stærke, som om der ikke kommer nok vand i. ","['130301535', '130301715']","[4.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO033364,Melder komponentfejl ifm. rengøring. Melder komponentfejl ifm. rengøring.,"['130302269', '130302435']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4 CTM2 2M TC 380V,Nedbrud
WO033370,Stopper til under mixerskål for kako.,['130307008'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO033413,"Ønsker besøg i dag
Der løber vand ud af maskinen",['130302158'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO033422,"Giver ikke mælkefoam til latte og cappuccino, så drikkene er ikke fyldt nok op. Udløbshovede er knækket, der sendes nyt udløbshovede fra Svenstrup direkte til kunden 16/8.

",['130302313'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO033425,"Ved autosteam af mælk. Starter med at vise 40 grader selv om mælken er helt kold.
Når den stopper med at steame, er mælken kun lunken.
 Ved autosteam af mælk. Starter med at vise 40 grader selv om mælken er helt kold.
Når den stopper med at steame, er mælken kun lunken.
","['130301811', '130301860']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO033430,"Kommer nu med flow error under rens. 
Rensetabs i mælkerensenøglen opløses ikke. Kunde er vandt til at rengøre maskine. Derudover kommer blå ikon frem med ask for service, men den viser ikke hvad der skal gøres.  Kommer nu med flow error under rens. 
Rensetabs i mælkerensenøglen opløses ikke. Kunde er vandt til at rengøre maskine. Derudover kommer blå ikon frem med ask for service, men den viser ikke hvad der skal gøres. ","['131000009R', '130301769']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO033431,Lækker vand under maskinen. Drypper konstant. Drypbakke er skubbet ordentligt ind. Lækker vand under maskinen. Drypper konstant. Drypbakke er skubbet ordentligt ind.,"['130301992', '132000000']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO033459,"Ring på 22851901 og informer om besøgstid, så de kan notere det i deres system.
Melder stempelfejl. Grumseskuffe er tømt.
Maskine står i datacentret. Ring på 22851901 og informer om besøgstid, så de kan notere det i deres system.
Melder stempelfejl. Grumseskuffe er tømt.
Maskine står i datacentret. Ring på 22851901 og informer om besøgstid, så de kan notere det i deres system.
Melder stempelfejl. Grumseskuffe er tømt.
Maskine står i datacentret.","['130301318', '130301317', '130301892']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO033472,Der løber mælk ud af maskinen når de tager mælkedrikke. Der løber mælk ud af maskinen når de tager mælkedrikke.,"['X130302082', '132000000']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO033489,"Maskinen kan ikke tænde. Der er strøm til, men der sker ikke noget, når de tænder på knappen. Den mærker/lyder ikke rigtig, som om der er noget galt med selve On/Off kanppen.",['130301209'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO033497,"Der kommer vand ud, hvor koppen skal stå.
Vand i grymsebakken Der kommer vand ud, hvor koppen skal stå.
Vand i grymsebakken Der kommer vand ud, hvor koppen skal stå.
Vand i grymsebakken Der kommer vand ud, hvor koppen skal stå.
Vand i grymsebakken","['130302403', '130302350', '130302294', '130301976']","[2.0, 1.0, 2.0, 1.0]",Thermoplan Kaffemaskine BW4 CTM2 2M RL TC 380V,Nedbrud
WO033499,Vil ikke brygge Latte og Cappucino. Alm. sort kaffe vil den godt.  Vil ikke brygge Latte og Cappucino. Alm. sort kaffe vil den godt.  Vil ikke brygge Latte og Cappucino. Alm. sort kaffe vil den godt.  Vil ikke brygge Latte og Cappucino. Alm. sort kaffe vil den godt. ,"['130301273', '130301704', '130301280R', '130301175']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO033514,"Cappuccino, mælkeskum er helt fladt. Der er ingen forstoppelse i mælkeslange. Cappuccino, mælkeskum er helt fladt. Der er ingen forstoppelse i mælkeslange.","['130307000', '130306166']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4 CTM2 2M RL TC 230V,Nedbrud
WO033526,Køler ikke,['130306078'],[1.0],"Thermoplan Kaffemaskine BW4 Neo CTMS2 WT DT TC Hot water, Cup detector, extern grums",Nedbrud
WO033547,"VAGTUDKALD: Maskinen skiver: ""Waterflow error"". Kan ikke køre.  VAGTUDKALD: Maskinen skiver: ""Waterflow error"". Kan ikke køre. ","['130302403', '130302388']","[2.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO033548,VAGTUDKALD: Maskinen skiver: Kaffemængde overdosis. Kan ikke køre.  VAGTUDKALD: Maskinen skiver: Kaffemængde overdosis. Kan ikke køre.  VAGTUDKALD: Maskinen skiver: Kaffemængde overdosis. Kan ikke køre.  VAGTUDKALD: Maskinen skiver: Kaffemængde overdosis. Kan ikke køre. ,"['130302403', '130301137', '130302197', '130302294']","[1.0, 1.0, 1.0, 4.0]",Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO033554,Begge maskiner siger ved alm kaffe at der ingen bønner er. Kunde har forsøgt at rengøre og der er rigeligt med bønner i beholder. ,['131000007R'],[1.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO033558,Vandflowfejl kommer efter alt slags drikkelse. Uanset om det er med eller uden mælk.  Vandflowfejl kommer efter alt slags drikkelse. Uanset om det er med eller uden mælk.  Vandflowfejl kommer efter alt slags drikkelse. Uanset om det er med eller uden mælk. ,"['130302268', '130302221', '130305527']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO033562,Melder Flow error (TX0115),['130301791'],[1.0],Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO033569,Pind ved røde rensenøgle er knækket.,['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud
WO033574,Slår relæ/sikring.,['130302205'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO033578,"Maskine melder ""waterflow error"". Kunde opdage blot fejlmeddelelsen var der, kunne ikke oplyse i hvilken forbindelse den kom. De forsøgte med rengøring med det har ikke hjulpet. Der har ikke været slukket for vandet.",['130301273'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO033590,Virker ikke.,['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO033603,Steamer kun op til 42-45 grader ved automsteam. Der er også 50K sag på denne Steamer kun op til 42-45 grader ved automsteam. Der er også 50K sag på denne,"['130301860', '130301796']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO033610,Tekst fra mail: Vores Thermoplan maskine 3 drypper bag ved mundstykket Tekst fra mail: Vores Thermoplan maskine 3 drypper bag ved mundstykket,"['132000000', '130301773']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO033627,Laver ikke mælkeskum Laver ikke mælkeskum,"['130301137', '130301923']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO033633,"Melder piston error og laver shots på kun 4 sekunder. 
(Begge maskiner fejler på tiden af shots)  Melder piston error og laver shots på kun 4 sekunder. 
(Begge maskiner fejler på tiden af shots) ","['131000009R', '130301638']","[1.0, 2.0]",Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO033634,Kunde har forsøgt at ændre timer til 24 sekunder i morges og nu er den på 33 sekunder.  Kunde har forsøgt at ændre timer til 24 sekunder i morges og nu er den på 33 sekunder.  Kunde har forsøgt at ændre timer til 24 sekunder i morges og nu er den på 33 sekunder.  Kunde har forsøgt at ændre timer til 24 sekunder i morges og nu er den på 33 sekunder. ,"['130301811', '130301860', '130301624', '130301892']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO033649,Mislyd når den skal kværne. Det lyder som der er noget som sidder fast. Den vil ikke kværne bønnerne.,['130305527'],[2.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO033651,Kører langsomt og laver hlave kopper,['130301535'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO033652,Kører langsomt og udlevere halve kopper,['130301535'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO033663,"Ønsker besøg hurtigst muligt.
Røde pind ved rensenøgle er knækket.",['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
