Work Order,Postal Code,First Arrived On,Completed On,Primary Incident Customer Asset,Customer Asset,Line Status,Incident Type,Primær Asset Kategori,Primær Asset Produkt,Work Order Type,Primary Incident Type,Instructions,Intern note,Koptæller,Product ID (Product) (Product),Supplier Item number (Product) (Product),Name,Quantity
WO028501,2920,2023-03-31 11:30:00,2023-03-31 12:52:00,BW077040,BW077040,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,"Maskine kører langsomt. Maskinen laver skæve drikke, der kommer meget ud af den ene side af udløbshovedet og lidt ud af den anden side.
Filterkaffen er meget langsom.","AVP - Der er flere WO dette sted.
modul nr: bw119317b",573108.0,130301535,108793,Ventil Pakning TP,1.0
WO028504,8240,2023-03-31 10:17:00,2023-03-31 10:43:00,BW083091,BW083091,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,Der er en stempelfejl på maskinen.,AVP - Ringet ind af kunde efter aftale med teknikker.,230728.0,130301624,115890,Fjedersæt for brygger TP,1.0
WO028531,9681,2023-04-04 13:24:00,2023-04-04 14:58:00,BW102583,BW102583,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Stopper midt under rengøringsprogram. Væske i grumsebeholderen.
Har fået kunden til at genstarte maskinen, og prøve at køre et renseprogram, for at se om den stadig slår fra efter genstart. Kunde vender retur mandag hvis alt er ok efter genstart.","AVP - Der er flere WO'er dette sted. WO 1 ud af 2
AVP - Har fået kunden til at genstarte maskinen, og prøve at køre et renseprogram, for at se om den stadig slår fra efter genstart. Kunde vender retur mandag hvis alt er ok efter genstart.",,130301273,104360,Si For BW3 / BW4c Mekanisk,1.0
WO028531,9681,2023-04-04 13:24:00,2023-04-04 14:58:00,BW102583,BW102583,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Stopper midt under rengøringsprogram. Væske i grumsebeholderen.
Har fået kunden til at genstarte maskinen, og prøve at køre et renseprogram, for at se om den stadig slår fra efter genstart. Kunde vender retur mandag hvis alt er ok efter genstart.","AVP - Der er flere WO'er dette sted. WO 1 ud af 2
AVP - Har fået kunden til at genstarte maskinen, og prøve at køre et renseprogram, for at se om den stadig slår fra efter genstart. Kunde vender retur mandag hvis alt er ok efter genstart.",,130301284,104499,Mobil Piston Head PEEK,1.0
WO028532,9681,2023-04-04 12:37:00,2023-04-04 13:23:00,BW162657,BW162657,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Nogle gange fungerer maskinen ikke ved kaffe. Den begynder at kværne, men der kommer ikke noget kaffe ud. Larmer meget mere end normalt når den kværner. Kunden har tjekket at der ikke sidder noget fast i kværnen.",AVP - Der er flere WO'er dette sted. WO 2 ud af 2.,13096.0,130301273,104360,Si For BW3 / BW4c Mekanisk,1.0
WO028532,9681,2023-04-04 12:37:00,2023-04-04 13:23:00,BW162657,BW162657,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Nogle gange fungerer maskinen ikke ved kaffe. Den begynder at kværne, men der kommer ikke noget kaffe ud. Larmer meget mere end normalt når den kværner. Kunden har tjekket at der ikke sidder noget fast i kværnen.",AVP - Der er flere WO'er dette sted. WO 2 ud af 2.,13096.0,130301284,104499,Mobil Piston Head PEEK,1.0
WO028536,5450,2023-04-01 13:15:00,2023-04-01 14:15:00,B1142271,B1142271,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,"Kan ikke foame, giver mælk","HKN- Giver ingen mælk ved ankomst. 
Har fået ny mælkepumpe 28/8-22 ved 4081 kopper  så den har kun kørt 1250 kopper med den mælkepumpe. 
",5331.0,132000000,120701,Mælkepumpe TP,1.0
WO028558,1051,2023-04-03 13:20:00,2023-04-03 14:12:00,BW159151,BW159151,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud,"Kunden er informeret om ekstraordinær travlhed.
Den kværne alt kaffen de putter i på en gang.",,30846.0,130301317,104818,"O-ring 10,69x3,53 TP",1.0
WO028563,2765,2023-04-04 14:36:00,2023-04-04 15:52:00,BW145748,BW105230B,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Tjek serie nr. Den står Grøn bygning cafe, nr. 4 kantine.
Den vil ikke køre renseprogram.","BS - Tjek serie nr. Den står Grøn bygning cafe, nr. 4 kantine.",399068.0,130301201,102534,Motor for brygger 24V TP,1.0
WO028646,2100,2023-04-05 10:24:00,2023-04-05 11:00:00,BW150271,BW150271,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,"Besøg gerne i dag.
Amerciano er små, tjek også gerne andre drikke.",ASA - Ringet ind af egenkontrol fra hovedkontor (Simon),296147.0,130301523,108579,Ventil med sokkel TP,1.0
WO028746,2765,2023-04-12 08:18:00,2023-04-12 10:04:00,BW164606,BW145068B,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"maskine siger ""piston error"" ",,109153.0,130301361,105208,Rep kit for ledning til 24V bryg motor ,1.0
WO028787,8270,2023-04-12 11:48:00,2023-04-12 11:50:00,200144963,200144963,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud,Nedbrud,"Den skriver vandflowfejl, når hun tager en drik.
hun har forsøgt at køre rens, den fejlede, så hun slukkede den natten over og gennemførte rens i dag.
efter 3 kopper melder den vandflowfejl igen.","Kode til Tekniker: vandflowfejl (34)
Løsningsforslag se fejlkodedokument.",89425.0,130301273,104360,Si For BW3 / BW4c Mekanisk,1.0
WO028787,8270,2023-04-12 11:48:00,2023-04-12 11:50:00,200144963,200144963,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud,Nedbrud,"Den skriver vandflowfejl, når hun tager en drik.
hun har forsøgt at køre rens, den fejlede, så hun slukkede den natten over og gennemførte rens i dag.
efter 3 kopper melder den vandflowfejl igen.","Kode til Tekniker: vandflowfejl (34)
Løsningsforslag se fejlkodedokument.",89425.0,130302403,132878,Ring membran for ventil 2/2 FKM BW4 mekanisk,2.0
WO028802,4100,2023-04-12 14:27:00,2023-04-12 14:55:00,310158694,310158694,Used,Nedbrud,BW4 CTM2 PF,Thermoplan Kaffemaskine BW4 CTM2 PF 2M RL TC 380V,Nedbrud,Nedbrud,Utæt i forbindelse med rengøringsprogrammet og evt. også i forbindelse med kaffe (kunde var usikker). Vand under maskinen på bordet. Kunden kunne ikke se hvor vandet kommer fra.,"AVP - Hvis der kommer alt for meget vand, slukker kunden for maskinen og lukke vandtilførslen, indtil teknikeren kommer.",4108.0,130302296,127797,Water supply powder module BW4(c) assy.,1.0
WO028862,2765,2023-04-13 12:30:00,2023-04-13 13:49:00,BW096225,BW096225,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Maskine melder ""Coffee bean hopper empty"" selvom der er bønner i.","Kode til tekniker: Bean hopper empty
Løsningsforslag se fejlkodedokument.",472213.0,130301317,104818,"O-ring 10,69x3,53 TP",1.0
WO028888,1613,2023-04-18 08:12:00,2023-04-18 09:20:00,B1140449,100111589H,Used,Hændelse for modul,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2,Nedbrud,Nedbrud,"Genkørsel.
Den laver stadigvæk dårlig mælkedrikke.
Den skummer ikke mælken og drikken skiller.
","Kode til Tekniker: Ingen foam. Alle mælkeprodukter.
Løsningsforslag se fejlkodedokument.
Orienteret kunde om at prøve med en frisk mælk, inden fejlmelding ",150740.0,130302227,126326,Mælkepumpe for BW4c,1.0
WO028890,8000,2023-04-14 10:15:00,2023-04-14 12:31:00,BW083524,BW083524,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,"Kunden melder at løbetiden er meget lang, og svinger meget / svær at indstille.  Vil gerne have besøg i dag inden weekenden.", Vil gerne have besøg i dag inden weekenden. ,485669.0,130302088,122076,Kaffeudløb CTMC TP,1.0
WO029019,2860,2023-04-18 12:47:00,2023-04-18 14:56:00,BW147011,BW147011,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CT2,Nedbrud,Nedbrud,"Maskinen lyder ikke som den skal - og vil derfor gerne have tjekket den.
",,97381.0,130301317,104818,"O-ring 10,69x3,53 TP",1.0
WO029048,8960,2023-04-18 13:20:00,2023-04-18 15:14:00,BW078908,BW078908,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Der kommer rigtig mange mange i morgen, så de vil gerne vi kommer og kigger på den i dag om muligt.
Den virker ikke, ringer for en anden.
","BS- Der kommer rigtig mange mange i morgen, så de vil gerne vi kommer og kigger på den i dag om muligt. 
       Spurgte ind til hvad som var galt, men det kunne hun ikke svare på, ringer for en anden.",,130302197,125718,Kontraventil for rense blok BW4,1.0
WO029082,1300,2023-04-20 14:43:00,2023-04-20 16:37:00,BW078765,BW078765,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Tekst fra mail: 
Tjek af maskiner, da der er flere af dem, som ikke kører helt som de skal.
 Den ene giver en rigtig høj lyd lige inden den brygger.
 Og nu står sæsonen for døren, så hans ønsker er, at det hele bare spiller.",BS - Oprettet for AA,86238.0,130301317,104818,"O-ring 10,69x3,53 TP",1.0
WO029117,8260,2023-04-19 12:15:00,2023-04-19 12:42:00,200154976,200154976,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud,Nedbrud,"Fronten ved kakao kunne ikke sættes på, da en metalplade (3 cm lang) sad i vejen. Metalplade er nu ude af maskine, de ved ikke hvor den skal sidde.
Har haft kakaomixerskål ude ifbm. rengøring. Nu løber der vand ud af maskine ved rengøring. Mixerskål er trykket imod maskinen, så vandstuds giver vand inde i mixerskål. Måske ikke relateret til kakaodel.",,18605.0,130302298,127801,Mixerskål komplet TP,1.0
WO029175,2765,2023-04-20 12:24:00,2023-04-20 14:02:00,BW145748,BW145748,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Der kommer ingen skum på mælken ved Caffe Latte og Cappuccino. ,"Kode til Tekniker: Ingen foam. Alle mælkeprodukter.
Løsningsforslag se fejlkodedokument.",401399.0,130301127,101210,Mælkepumpe kit for BW3,1.0
WO029183,1663,2023-04-20 13:39:00,2023-04-20 14:15:00,B1137339,B1137339,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2,Nedbrud,Nedbrud,"Kunde ønsker besøg idag.
Maskinen vil nu ikke registrere at der er mælk i beholderen. Kunde kunne se at en ledning er 'rykket over' ved køleskabet.
Kunden nævnte at han tror han selv var kommet til at rykke i kablet.","AVP - Kunde ønsker besøg idag.
          Ingen besøg om mandagen.
          Tekniker vurdér om kunden selv skal betale for servicen, da han nævnte at han tror han selv var kommet til at rykke i kablet.
BS - Kunden skal ikke faktureres ifølge FK


Kunden skal ikke betale. Maskine har været utæt på et tidspunkt. Så der har været vand i stik.",11433.0,130302313,128896,Mælkeslange lang BW4,1.0
WO029204,6400,2023-04-21 11:25:00,2023-04-21 12:39:00,200145322,200145322,Used,Nedbrud Frisk mælk Thermoplan,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud,Nedbrud Frisk mælk Thermoplan,Utæt der løber mælk ud bag grumseskuffen og ned under maskinen. Mælken ligger der og bliver surt og lugter meget grimt.,Anette siger vi lige har været der og lave et lille eftersyn. ,83700.0,130302199,125723,Løfteventil BW4c 3/2 ø6 ,1.0
WO029307,1051,2023-04-25 12:15:00,2023-04-25 15:43:00,B1142727,B1142727H,Used,Hændelse for modul,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud,Nedbrud,"Den er utæt, når de køre rengøringsprogram.
Det kommer ud under bunden.
Drypbakke isat korrekt og slange sidder fast.",,3568.0,130306112,120564,Plunger kit til BW4c /BW4,1.0
WO029307,1051,2023-04-25 12:15:00,2023-04-25 15:43:00,B1142727,B1142727H,Used,Hændelse for modul,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud,Nedbrud,"Den er utæt, når de køre rengøringsprogram.
Det kommer ud under bunden.
Drypbakke isat korrekt og slange sidder fast.",,3568.0,130302294,127791,Ring Membran for ventil 3/2 FKM BW4 hydraulik,1.0
WO029307,1051,2023-04-25 12:15:00,2023-04-25 15:43:00,B1142727,B1142727H,Used,Hændelse for modul,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud,Nedbrud,"Den er utæt, når de køre rengøringsprogram.
Det kommer ud under bunden.
Drypbakke isat korrekt og slange sidder fast.",,3568.0,130302403,132878,Ring membran for ventil 2/2 FKM BW4 mekanisk,1.0
WO029434,8940,2023-04-27 10:34:00,2023-04-27 12:27:00,200156561,200156561,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud,Nedbrud,"Langsom om at starte koger, når maskinen tændes efter at have været slukket. Tager op til 30-60 min. Maskine melder bare ""koger ikke klar"".","Vent med at afslutte.
Den føler jeg har skiftet er lånt fra et modul",,130305722,134385,"NTC ø6 short BW4, BW4c",1.0
WO029441,8000,2023-05-02 11:13:00,2023-05-02 12:01:00,RF108202,RF108202,Used,Nedbrud,Køleskab BW3,Køleskab BW3,Nedbrud,Nedbrud,Mælkeslanger skal skiftes,"ASA -Ringet ind af AOK.
ASA U/B, slangerne er ved at være ""gamle""",,130301845,118093,Mælkeslange Kort TP,2.0
WO029476,2920,2023-05-01 11:40:00,2023-05-01 14:05:00,BW072201,BW072201,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud,"Samme som sidst.
Lækker væske der ligner sæbevand under maskine ifm. rengøringsprogrammet.
Knirker når de laver kaffe.","ASA - Informere om travlhed og at besøg måske ikke bliver i dag (fredag). Dette er OK.
ASA - Laura troede at vi ikke havde været forbi, da maskinen har samme udfordringer som i påsken.",150034.0,130302101,122345,"O ring 6,75x1,78 TP",2.0
WO029486,1850,2023-04-28 13:27:00,2023-04-28 14:05:00,B1138660,B1138660,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2,Nedbrud,Nedbrud,Maskine drypper under bunden fra en slange. Drypbakke er skubbet helt ind i maskinen.,"ASA - Det er OK med besøg mandag.
ASA - Der er foretaget 30K i går,  (der er skiftet H-modul)",12038.0,130304344,1449726,Slange Tilslutning  3/8L 3/8L 1.5m,1.0
WO029488,2100,2023-05-01 08:26:00,2023-05-01 09:08:00,BW141581,BW141581,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud,"Giver ingen mælke. Man kan slet ikke vælge mælkeprodukter. Der er mælk i beholderen, men den vil ikke registrere at der er mælk i.","Kode til Tekniker: Giver ingen mælk. Alle mælkeprodukter.
Løsningsforslag se fejlkodedokument.",301469.0,130301901,118710,Mælkeslange lang  BW 3,1.0
WO029523,1362,2023-04-30 17:18:00,2023-04-30 17:20:00,BW131545,BW131545,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,"Kaffen kommer ud de forkerte steder.
",Kunden er informeret om hvad det koster om søndagen,100676.0,130301704,116593,Udløbsslange for kaffe TP,1.0
WO029594,4000,2023-05-02 08:56:00,2023-05-02 10:51:00,BW150779,BW150779,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Tekst fra mail: Beskrivelse: Kaffe maskine melder flow error.. vi har prøvet hvad vi lige kan og ved, men det blev det ikke bedre af.
","Kode til Tekniker: Flow error (Generelt)
Løsningsforslag se fejlkodedokument.",73295.0,130301715,116819,Milk Heating Coil TP,1.0
WO029680,8000,2023-05-03 11:59:00,2023-05-03 12:35:00,B1142277,B1142277,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2,Nedbrud,Nedbrud,"Skriver Water Level Low, de har forsøgt at genstarte maskinen uden held",ASA - Indmeldt af Christian fra Kontra,8304.0,130301657,115953,Filter for flowmeter TP,1.0
WO029721,8210,2023-05-04 08:54:00,2023-05-04 10:59:00,BW150238,BW150238,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Genkørsel.
Bemærkninger til servicelinje: Maskinen lækker vand igen, da tekniker var der i går kunne der ikke 
konstateres fejl. Den lyder også mærkeligt når den kværner
Kasper ville få brugerne til at filme det når den laver fejl

Der kommer vand ud i højre side under bunden og ingen kaffe i kop.","BS - film sendt pr. mail til KE.
        Mailet ind af Christian Collet Mobil: +45 4177 4922 E-mail: christian.collet@kontracoffee.com    
",81431.0,130301273,104360,Si For BW3 / BW4c Mekanisk,1.0
WO029737,8230,2023-05-04 09:05:00,2023-05-04 10:00:00,BW077036,BW077036,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBT2,Nedbrud,Nedbrud,"Stemplet piver meget voldsomt, når det kører tilbage.",,490654.0,130301624,115890,Fjedersæt for brygger TP,1.0
WO029807,2300,2023-05-09 15:55:00,2023-05-09 18:04:00,B1142096,B1142096,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Kaffemaskine lækker vand,ASA - De har fejlmeldt via egen intranet (Dalux) der er vedhæftet et billede der i som vi ikke har adgang til. De skriver at vi tidligere har kørt på samme fejl.,18435.0,130305539,126284,Flowmeter BW4,1.0
WO029896,2100,2023-05-22 09:30:00,2023-05-22 10:40:00,B1138377,B1138377,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2,Nedbrud,Nedbrud,"Kunde ønsker besøg mellem 8-15.
Mælkeslangen er helt hvid/gulligt og skal skiftes/renses ifl. kunde.
Skærmen blinker/flimrer. Har bedt kunde om at genstarte maskinen og se om det hjælper på skærmen.","Kode til tekniker: Skærm blinker
Se fejlkodedokument for løsningsforslag.
AVP - Hvis besøg ikke kan nåes i dag (17/05) ønsker de først besøg mandag (22/05)
AVP - Kunde ønsker besøg mellem 8-15.
          Flere WO dette sted. WO 1 ud af 2",79367.0,130302313,128896,Mælkeslange lang BW4,1.0
WO029919,1162,2023-05-10 10:08:00,2023-05-10 10:41:00,310161558,310161558,Used,Nedbrud,BW4 CTM2,Thermoplan Kaffemaskine BW4 CTM2 2M TC 230V,Nedbrud,Nedbrud,"Der skal ringes til kunde inden besøg. Meget vigtigt.
Melder mælkebeholder tom. Der er mælk i maskinen.",,16493.0,130302313,128896,Mælkeslange lang BW4,1.0
WO029941,5600,2023-05-11 09:00:00,2023-05-11 10:00:00,BW141668,BW141668,Used,,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud,"Tekniker ringe til kunde ang. besøgstid, så hun kan booke en billet til dig.
Cappuccino og Kaffe Latte er kun halv fyldt.","BS - Afventer STR om jeg må opregulere vare. nr. 116819 – mælkecoil
BS - Afventer HKN - han har brugt 1 time + 1 kørsel + vare.nr. 116819 – mælkecoil, men ingen i bilen.

HKN- kop tæller 174067 tror der er blevet skrevet forkert ved sidste besøg.  ",,130301715,116819,Milk Heating Coil TP,1.0
WO029968,1850,2023-05-12 09:37:00,2023-05-12 12:06:00,B1141352,B1137759H,Used,Hændelse for modul,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,"Henved jer i reception for at få adgangskort, det er lavet.
Genkørsel:
Efter sidste besøg, hvor vi har været at lave service, er maskine utæt og slår sikringer.
Den er utæt under rens, der kommer vand ud under maskinen. ","BS - Henved jer i reception for at få adgangskort, det er lavet.",40316.0,130305966,140435,O-Ring 12.42x1.78-CIP FKM 75.501-04,2.0
WO029993,7000,2023-05-11 11:15:00,2023-05-11 13:00:00,BW053934,BW053934,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Kaffemaskinen slår hpfi relæ ved rengøringsprogram,Kunde tester maskinen 12/5 p.gra møde i lokale og fortsat fugt i varmelegeme ved ordre afslutning.,79963.0,130302102,122373,O-ring for coil TP,2.0
WO029993,7000,2023-05-11 11:15:00,2023-05-11 13:00:00,BW053934,BW053934,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Kaffemaskinen slår hpfi relæ ved rengøringsprogram,Kunde tester maskinen 12/5 p.gra møde i lokale og fortsat fugt i varmelegeme ved ordre afslutning.,79963.0,130301316,104817,O-ring 9x2 TP,2.0
WO030014,2620,2023-05-15 11:09:00,2023-05-15 12:06:00,BW141939,BW072191H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Varmer hele tiden og kommer ikke videre.,,108875.0,130301917,119060,"Varmelegeme 3,2 KW TP",1.0
WO030046,1601,2023-05-15 12:43:00,2023-05-15 14:09:00,BW079569,BW079569,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,"Den er utæt, den lækker med vand under maskinen.",,59630.0,130301338,104886,"O-ring ø 78 x 2,5 TP",1.0
WO030047,FO-100,2023-05-13 11:29:00,2023-05-13 12:44:00,200155582,200155582,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud,Nedbrud,Slår relæ,"SOH- Koptæller/garantitæller viser 15513. Vil du ændre det ? 😊
Jeg kom ved fejl til at notere arbejdstime. 
Det skal være arbejdstime udkald lørdag. ",,130302205,125778,Låg/varmelegeme for boiler BW4c,1.0
WO030073,6270,2023-05-16 11:00:00,2023-05-16 12:15:00,200144896,200144896,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,"Maskine vil ikke registrere mælken i beholderen. Afbryder renseprogram efter rengøringstep 3. Kunde har forsøgt genstart af maskine og renseprogram, uden held. Problemet har været der siden fredag.",Husk regenerering.,30381.0,130301114,101044,Bypass kit for vandpumpe TP,1.0
WO030078,2770,2023-05-16 10:07:00,2023-05-16 13:48:00,310157567,310157567,Used,Nedbrud,BW4 CTM2,Thermoplan Kaffemaskine BW4 CTM2 2M RL TC 380V,Nedbrud,Nedbrud,"3. besøg:
Stopper i rengøringsprogram , umiddelbart ved step 3. Melder køleskab er for varm.
De lader kølet blive koldt og starter igen med samme fejl. Er prøvet 3 gange.",ASA - Dettte er 3 gang de melder denne fejl ind.,78642.0,130302274,127166,Mælkeslange TP,1.0
WO030091,9500,2023-05-16 07:00:00,2023-05-16 10:48:00,B1142093,B1142093,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,"Tekst fra mail: Vores bentax Kaffe maskine, er gået i stykker. 
Elektriker har været ude og fejlsøge på manglende strøm. Elektriker har fundet frem til at det er kaffemaskinen der har fået HFI relæet til at slå fra.",,13874.0,130302194,125665,Mælke Coil 11Wi BW4,1.0
WO030094,1400,2023-05-15 14:32:00,2023-05-15 15:13:00,BW093433,BW093433,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,Melder flowerror. De kan tage drikke fra den sporadisk.,ASA - Undersøg gerne maskinen grundigt. De har ringet 4 gange siden service der er udført d. 9/5. De er sure på maskinen og trætte af at den ikke drifter ordentligt.,3477741.0,130301280,104484,Mobil piston komplet TP,1.0
WO030156,7570,2023-05-17 12:40:00,2023-05-17 14:24:00,BW142498,BW142498,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Dosere ikke ordentligt på kaffe og mælkedrikke.
Ønsker mælkeslange bliver skiftet.","ASA - OBS, der er nu 4 sager til denne kunde.
ASA - Der er historik på manglende rengøring. Tekniker skal vurdere om kunde skal betale for slange grundet manglende rengøring.
",24978.0,130301893,118594,Indsugningsrør for mælkeslange TP,2.0
WO030180,7190,2023-05-17 11:00:00,2023-05-17 12:30:00,BW082162,BW154165B,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud,Maskinen melder piston error ved espresso drikke,"Modul monteret 25/4-23
Fejl efter 1700 kopper.",225792.0,130301361,105208,Rep kit for ledning til 24V bryg motor ,1.0
WO030198,5220,2023-05-17 12:15:00,2023-05-17 13:15:00,B1138659,B1138659,Used,Nedbrud Afløb,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud,Nedbrud Afløb,"Maskinen er utæt, der drypper vand under maskinen
","HKN- opstilling d.1/5-23 ny renoveret d.29/3-23. Ved ikke om det kan være fordi slangen ikke er klippet helt i 90⁰ se vedhæftede. 
Steen",35850.0,130302269,127140,Komplet ventil for BW4c boiler,1.0
WO030208,2100,2023-05-22 09:35:00,2023-05-22 09:39:00,BW074783,BW074783,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud,"Ved rengøring opløses rensetabs ikke. Det er de 2 små tabletter den fejler ved.
Der er også vand under maskinene.","Kode til Tekniker: Rensetabs i kafferensenøgle opløses ikke
Løsningsforslag se fejlkodedokument.",221725.0,130301638,115906,Stempel for ventil TP,1.0
WO030216,7100,2023-05-17 15:25:00,2023-05-17 17:10:00,200148360,200148360,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud,Nedbrud,"Kaffemaskinen melder at køl er for varm. De har målt mælken til 1,8 grader, så den er kold.",,17221.0,130302313,128896,Mælkeslange lang BW4,1.0
WO030216,7100,2023-05-17 15:25:00,2023-05-17 17:10:00,200148360,200148360,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud,Nedbrud,"Kaffemaskinen melder at køl er for varm. De har målt mælken til 1,8 grader, så den er kold.",,17221.0,130302193,125664,Møtrik for BW4c coil,2.0
WO030216,7100,2023-05-17 15:25:00,2023-05-17 17:10:00,200148360,200148360,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud,Nedbrud,"Kaffemaskinen melder at køl er for varm. De har målt mælken til 1,8 grader, så den er kold.",,17221.0,130302194,125665,Mælke Coil 11Wi BW4,1.0
WO030250,7400,2023-05-19 08:01:00,2023-05-19 09:03:00,BW066270,BW066270,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud,Nedbrud,"Meler Powder error, kun ved stor kaffe, ikke ved lille kaffe.
Grumseskuffen er tømt og samme fejl igen.","Kode til tekniker: Powder error (TX0119)
ASA - De er der fredag efter kr. him. fart.",149550.0,130301364,105221,Microswitch for brygger TP,1.0
WO030250,7400,2023-05-19 08:01:00,2023-05-19 09:03:00,BW066270,BW066270,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud,Nedbrud,"Meler Powder error, kun ved stor kaffe, ikke ved lille kaffe.
Grumseskuffen er tømt og samme fejl igen.","Kode til tekniker: Powder error (TX0119)
ASA - De er der fredag efter kr. him. fart.",149550.0,130301624,115890,Fjedersæt for brygger TP,1.0
