Work Order,Postal Code,First Arrived On,Completed On,Primary Incident Customer Asset,Customer Asset,Line Status,Incident Type,Primær Asset Kategori,Primær Asset Produkt,Work Order Type,Primary Incident Type,Instructions,Intern note,Koptæller,Product ID (Product) (Product),Supplier Item number (Product) (Product),Name,Quantity
WO019732,2610,2022-08-31 12:15:00,2022-08-31 14:13:00,BW083788,BW140257H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Uldeverer for lidt.,,248935.0,130301715,116819,Milk Heating Coil TP,1.0
WO019737,2820,2022-08-31 08:03:00,2022-08-31 10:01:00,BW096229,BW096229,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Fejl tekst fra mail: Vores maskine Thermoplan nr. 3 vil ikke give/suge mælk,,,130301686,116360,Kaffeudløbstud CTM TP,1.0
WO019737,2820,2022-08-31 08:03:00,2022-08-31 10:01:00,BW096229,BW147008H,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Fejl tekst fra mail: Vores maskine Thermoplan nr. 3 vil ikke give/suge mælk,,,130301715,116819,Milk Heating Coil TP,1.0
WO019737,2820,2022-08-31 08:03:00,2022-08-31 10:01:00,BW096229,BW147008H,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Fejl tekst fra mail: Vores maskine Thermoplan nr. 3 vil ikke give/suge mælk,,,130301923,119414,O Ring 2.90X1.78 EPDM 291,1.0
WO019755,1577,2022-09-06 07:40:00,2022-09-06 08:50:00,B1137507,B1137507,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Skriver piston error,"BS - Ringet ind af NCB.

Brygmotoren skal skiftes. Afventer dele (MB).",27548.0,131000010R,125033R,Modul BW4c Mekanisk OMBYT,1.0
WO019764,1560,2022-08-31 15:28:00,2022-08-31 16:18:00,BW083780,BW097874H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Vil gerne have besøg hurtigst muligt, jeg har ikke lovet noget.
Genkørsel: Drypper stadigvæk ret meget."," Vil gerne have besøg hurtigst muligt, jeg har ikke lovet noget.
Cuff er skiftet på fix piston. Og plungeren i “Brew Valve” er også skiftet. Det drypper fra “moving piston”

Mælkepumpe udskiftet med BW4c pumpe (havde ikke flere bw3).",113000.0,130302227,126326,Mælkepumpe for BW4c,1.0
WO019816,8800,2022-09-02 07:43:00,2022-09-02 15:16:00,BW083312,BW083312,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Sprutter med mælk og fylder ikke nok i cappuccino.,"ASA - Der er en regenereringssag på denne maskine

Har udskiftet både mælkepumpe og ventilern og renseblok og mælkecoil uden held. Afhentet andet modul

Kunden er gjort opmærksom på at deres afløb ikke trækker ikke optimalt ",,X130302082,121950,Blok til rensepiller TP,1.0
WO019816,8800,2022-09-02 07:43:00,2022-09-02 15:16:00,BW083312,BW083312,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Sprutter med mælk og fylder ikke nok i cappuccino.,"ASA - Der er en regenereringssag på denne maskine

Har udskiftet både mælkepumpe og ventilern og renseblok og mælkecoil uden held. Afhentet andet modul

Kunden er gjort opmærksom på at deres afløb ikke trækker ikke optimalt ",,130301715,116819,Milk Heating Coil TP,2.0
WO019816,8800,2022-09-02 07:43:00,2022-09-02 15:16:00,BW083312,BW083312,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Sprutter med mælk og fylder ikke nok i cappuccino.,"ASA - Der er en regenereringssag på denne maskine

Har udskiftet både mælkepumpe og ventilern og renseblok og mælkecoil uden held. Afhentet andet modul

Kunden er gjort opmærksom på at deres afløb ikke trækker ikke optimalt ",,131000009R,122469R,Modul BW3 Hydraulik CTMC/CBTM P TP OMBYT,1.0
WO019818,2630,2022-09-02 13:08:00,2022-09-02 13:34:00,200145966,200145966,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Der er problemer med kakao igen - maskinen stopper til ,,28480.0,130302346,130335,O-Ring 13.95x2.62 EPDM,1.0
WO019819,2760,2022-09-01 13:08:00,2022-09-01 13:33:00,BW076433,BW122173H,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Kunden melder maskinen ikke har kunnet brygge siden fredag.  Den kværner bønner men der kommer ikke noget ud.  Vil i ringe til kunden inden i kører derud, muligvis kan det fikses over telefonen",note: kunden ringer muligvis selv til Torpen.,203028.0,130301638,115906,Stempel for ventil TP,3.0
WO019835,2920,2022-09-02 10:42:00,2022-09-02 11:55:00,200152239,100124410B,Used,Hændelse for modul,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud,Nedbrud,"Update, de er der fra 9.30
De vil gerne have besøg igen i dag om muligt, men ikke lovet noget.
Genkørsel:
Den melder stadigvæk vandflow fejl og virker ikke.","Update, de er der fra 9.30.  De vil gerne have besøg igen i dag om muligt, men ikke lovet noget.",41939.0,130302403,132878,Ring membran for ventil 2/2 FKM BW4 mekanisk,1.0
WO019835,2920,2022-09-02 10:42:00,2022-09-02 11:55:00,200152239,200152239,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud,Nedbrud,"Update, de er der fra 9.30
De vil gerne have besøg igen i dag om muligt, men ikke lovet noget.
Genkørsel:
Den melder stadigvæk vandflow fejl og virker ikke.","Update, de er der fra 9.30.  De vil gerne have besøg igen i dag om muligt, men ikke lovet noget.",41939.0,130302201,125725,Kontrol ventil ø4 BW4,1.0
WO019835,2920,2022-09-02 10:42:00,2022-09-02 11:55:00,200152239,100124410B,Used,Hændelse for modul,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud,Nedbrud,"Update, de er der fra 9.30
De vil gerne have besøg igen i dag om muligt, men ikke lovet noget.
Genkørsel:
Den melder stadigvæk vandflow fejl og virker ikke.","Update, de er der fra 9.30.  De vil gerne have besøg igen i dag om muligt, men ikke lovet noget.",41939.0,130302388,132102,O-ring ø 35x4 mm BW4c,1.0
WO019836,2100,2022-09-02 09:35:00,2022-09-02 10:50:00,200150722,200150722,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud,Nedbrud,"Vælg maskine til sagen.
Løber vand ud under bunden af maskinen","ASA - Hun talte engelsk og telefonforbindelsen var dårlig, så jeg fik ikke fat i hendes navn eller hvilket maskine der er tale om.",18657.0,130302102,122373,O-ring for coil TP,2.0
WO019837,7190,2022-09-05 15:30:00,2022-09-05 16:30:00,BW092139,BW092139,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBT2,Nedbrud,Nedbrud,"Har travlt om formiddagen, gerne over middag.
Der er meget vand i grumseskuffen","BCA: vil du aflæse koptæller - der skal afregnes kopper
ASA - Der oprettes 2 sager på kunden.",167459.0,130301624,115890,Fjedersæt for brygger TP,1.0
WO019837,7190,2022-09-05 15:30:00,2022-09-05 16:30:00,BW092139,BW092139,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBT2,Nedbrud,Nedbrud,"Har travlt om formiddagen, gerne over middag.
Der er meget vand i grumseskuffen","BCA: vil du aflæse koptæller - der skal afregnes kopper
ASA - Der oprettes 2 sager på kunden.",167459.0,130301318,104819,"O-ring 10,82x1,78 TP",1.0
WO019837,7190,2022-09-05 15:30:00,2022-09-05 16:30:00,BW092139,BW092139,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBT2,Nedbrud,Nedbrud,"Har travlt om formiddagen, gerne over middag.
Der er meget vand i grumseskuffen","BCA: vil du aflæse koptæller - der skal afregnes kopper
ASA - Der oprettes 2 sager på kunden.",167459.0,130301892,118588,Pakning for fix piston TP,1.0
WO019837,7190,2022-09-05 15:30:00,2022-09-05 16:30:00,BW092139,BW092139,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBT2,Nedbrud,Nedbrud,"Har travlt om formiddagen, gerne over middag.
Der er meget vand i grumseskuffen","BCA: vil du aflæse koptæller - der skal afregnes kopper
ASA - Der oprettes 2 sager på kunden.",167459.0,130301317,104818,"O-ring 10,69x3,53 TP",1.0
WO019862,8000,2022-09-02 12:08:00,2022-09-02 14:31:00,B1140269,B1140269,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,"Ønsker besøg inden 10.30
Afbryder rengøringsprogram, se log for uddybende fejl.",Koptælleren står på 46573 ,,130302388,132102,O-ring ø 35x4 mm BW4c,1.0
WO019865,2200,2022-09-02 11:10:00,2022-09-02 12:27:00,BW094931,BW151597B,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Maskinen melder piston error og laver ikke hele kopper. Kunden oplyser at de har ringet ind i onsdag for at fejlmelde maskinen, men kan ikke huske hvem de har snakket med. Kunden ønsker derfor besøg hurtigst muligt.",,49878.0,130301624,115890,Fjedersæt for brygger TP,1.0
WO019865,2200,2022-09-02 11:10:00,2022-09-02 12:27:00,BW094931,BW151597B,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Maskinen melder piston error og laver ikke hele kopper. Kunden oplyser at de har ringet ind i onsdag for at fejlmelde maskinen, men kan ikke huske hvem de har snakket med. Kunden ønsker derfor besøg hurtigst muligt.",,49878.0,130301317,104818,"O-ring 10,69x3,53 TP",1.0
WO019870,2300,2022-09-05 10:28:00,2022-09-05 11:23:00,B1142096,B1142096,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,"Tekst fra mail: Kunne også godt trænge til et eftersyn.
(Der er flere sager på denne maskine ""filterskift"")","der er lavet lille eftersyn i februar
(Der er flere sager på denne maskine ""filterskift"") ",15318.0,130301923,119414,O Ring 2.90X1.78 EPDM 291,1.0
WO019870,2300,2022-09-05 10:28:00,2022-09-05 11:23:00,B1142096,B1142096,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,"Tekst fra mail: Kunne også godt trænge til et eftersyn.
(Der er flere sager på denne maskine ""filterskift"")","der er lavet lille eftersyn i februar
(Der er flere sager på denne maskine ""filterskift"") ",15318.0,132000000,120701,Mælkepumpe TP,1.0
WO019887,7000,2022-09-05 09:00:00,2022-09-05 10:15:00,BW114828,BW114828,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Maskinen slår H4 relæet har gjort det samme for en uge siden. Er pt slukket. Kunden har haft elektriker ude og tjekke om der skulle være noget galt med stikkene.,,393245.0,130301917,119060,"Varmelegeme 3,2 KW TP",1.0
WO019901,2770,2022-09-02 15:07:00,2022-09-02 15:44:00,BW154235,BW154235,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Maskinen lækker vand nedenunder. Kunden ønsker besøg enten i dag eller i morgen pga. et stort event.,,19959.0,130301329,104837,"O-ring14x1,78 TP",1.0
WO019903,2000,2022-09-15 11:10:00,2022-09-15 12:39:00,BW066148,BW098279B,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud,Nedbrud,"Maskinen tager strømmen i næsten hele butikken.

",,336130.0,130301673,116153,Varmelegeme for brygger 35W TP,1.0
WO019903,2000,2022-09-15 11:10:00,2022-09-15 12:39:00,BW066148,BW098279B,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud,Nedbrud,"Maskinen tager strømmen i næsten hele butikken.

",,336130.0,130301361,105208,Rep kit for ledning til 24V bryg motor ,1.0
WO019932,7620,2022-09-06 14:37:00,2022-09-06 14:55:00,200154238,200154238,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud,Nedbrud,Køleskab fryser til,"Ringet ind lørdag, bad dem om at slukke og tør det op.",,130302266,127114,NTC 10KOhm ø6mm BW4,1.0
WO019939,9850,2022-09-08 12:26:00,2022-09-08 13:42:00,200148092,200148092,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud,Nedbrud,"Tekst fra mail: Vi har endnu en kaffemaskine ombord som er utæt og drypper fra under maskinen. 

De er i havn på torsdag kl.11.00 – der ved jeg at Peter allerede er planlagt til at komme ombord, så måske han kan få den på sin liste 😊","Moduler som er i maskinen har nr. 
Hydr. B1137625H
Mekanisk. 100084084B",,130301129,101212,Lille eftersyns kit for BW4c,1.0
WO019981,1560,2022-09-05 13:27:00,2022-09-05 15:42:00,B1142090,100019371H,Used,Hændelse for modul,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud,Nedbrud,"Han ringede ind i morges, men der er ikke oprettet en sag. Han siger at vi havde lovet at oprette den som en haster.
Den med meget lækker med vand i bunden.","Han ringede ind i morges, men der er ikke oprettet en sag. Han siger at vi havde lovet at oprette den som en haster.",75215.0,130302366,131232,Andenæb TP,1.0
WO019981,1560,2022-09-05 13:27:00,2022-09-05 15:42:00,B1142090,100019371H,Used,Hændelse for modul,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud,Nedbrud,"Han ringede ind i morges, men der er ikke oprettet en sag. Han siger at vi havde lovet at oprette den som en haster.
Den med meget lækker med vand i bunden.","Han ringede ind i morges, men der er ikke oprettet en sag. Han siger at vi havde lovet at oprette den som en haster.",75215.0,130302294,127791,Ring Membran for ventil 3/2 FKM BW4 hydraulik,3.0
WO019981,1560,2022-09-05 13:27:00,2022-09-05 15:42:00,B1142090,100019371H,Used,Hændelse for modul,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud,Nedbrud,"Han ringede ind i morges, men der er ikke oprettet en sag. Han siger at vi havde lovet at oprette den som en haster.
Den med meget lækker med vand i bunden.","Han ringede ind i morges, men der er ikke oprettet en sag. Han siger at vi havde lovet at oprette den som en haster.",75215.0,130301923,119414,O Ring 2.90X1.78 EPDM 291,1.0
WO019981,1560,2022-09-05 13:27:00,2022-09-05 15:42:00,B1142090,100019371H,Used,Hændelse for modul,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud,Nedbrud,"Han ringede ind i morges, men der er ikke oprettet en sag. Han siger at vi havde lovet at oprette den som en haster.
Den med meget lækker med vand i bunden.","Han ringede ind i morges, men der er ikke oprettet en sag. Han siger at vi havde lovet at oprette den som en haster.",75215.0,130302269,127140,Komplet ventil for BW4c boiler,1.0
WO019988,4000,2022-09-06 11:49:00,2022-09-06 13:29:00,BW141515,BW136432H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Suger ikke mælk op,,43958.0,130301127,101210,Mælkepumpe kit for BW3,1.0
WO019995,2980,2022-09-05 14:18:00,2022-09-05 15:58:00,200155149,200155149,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud,Nedbrud,"Vil ikke give mælkedrikke, det virker som om at den er stoppet til i mælken. Kunden har forsøgt at rense.",,13330.0,130301923,119414,O Ring 2.90X1.78 EPDM 291,1.0
WO020000,7000,2022-09-05 14:45:00,2022-09-05 15:45:00,BW095633,BW095633,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Maskinen kan ikke lave fyldte mælkedrikke. Kunden har forsøgt at rense og rengøre mundstykket som suger mælken op.,,140965.0,130301128,101211,Renseblock kit for BW3,1.0
WO020003,4600,2022-09-06 08:59:00,2022-09-06 11:00:00,B1138983,B1138983,Used,BW4 lille eftersyn,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,BW4 lille eftersyn,"Genkørsel: Den stopper under rengøring, den skriver noget med vandtilførsel.
De vil gerne hvis vi kan gå maskinen ordentlig igennem, da hun syndes maskinen driller dem og de er fuldt booket op de næste mange dage.",Ring til Frank. Var på opgaven søndag.,103685.0,130301129,101212,Lille eftersyns kit for BW4c,1.0
WO020003,4600,2022-09-06 08:59:00,2022-09-06 11:00:00,B1138983,B1138983,Used,BW4 lille eftersyn,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,BW4 lille eftersyn,"Genkørsel: Den stopper under rengøring, den skriver noget med vandtilførsel.
De vil gerne hvis vi kan gå maskinen ordentlig igennem, da hun syndes maskinen driller dem og de er fuldt booket op de næste mange dage.",Ring til Frank. Var på opgaven søndag.,103685.0,130302201,125725,Kontrol ventil ø4 BW4,1.0
WO020020,2820,2022-09-06 09:15:00,2022-09-06 20:24:00,310159638,310159638,Used,Nedbrud,BW4 CTM2,Thermoplan Kaffemaskine BW4 CTM2 2M TC extern grums 380V,Nedbrud,Nedbrud,"Tekst fra mail: Vores maskine Thermoplan nr 8 vil ikke brygge kaffe, sprutter, vil I kigge på den
",,78499.0,130302197,125718,Kontraventil for rense blok BW4,1.0
WO020020,2820,2022-09-06 09:15:00,2022-09-06 20:24:00,310159638,310159638,Used,Nedbrud,BW4 CTM2,Thermoplan Kaffemaskine BW4 CTM2 2M TC extern grums 380V,Nedbrud,Nedbrud,"Tekst fra mail: Vores maskine Thermoplan nr 8 vil ikke brygge kaffe, sprutter, vil I kigge på den
",,78499.0,130302403,132878,Ring membran for ventil 2/2 FKM BW4 mekanisk,1.0
WO020020,2820,2022-09-06 09:15:00,2022-09-06 20:24:00,310159638,310159638,Used,Nedbrud,BW4 CTM2,Thermoplan Kaffemaskine BW4 CTM2 2M TC extern grums 380V,Nedbrud,Nedbrud,"Tekst fra mail: Vores maskine Thermoplan nr 8 vil ikke brygge kaffe, sprutter, vil I kigge på den
",,78499.0,130302244,126753,Løfte ventil 3/2 ø4 DN3,1.0
WO020020,2820,2022-09-06 09:15:00,2022-09-06 20:24:00,310159638,310159638,Used,Nedbrud,BW4 CTM2,Thermoplan Kaffemaskine BW4 CTM2 2M TC extern grums 380V,Nedbrud,Nedbrud,"Tekst fra mail: Vores maskine Thermoplan nr 8 vil ikke brygge kaffe, sprutter, vil I kigge på den
",,78499.0,130302201,125725,Kontrol ventil ø4 BW4,1.0
WO020020,2820,2022-09-06 09:15:00,2022-09-06 20:24:00,310159638,310159638,Used,Nedbrud,BW4 CTM2,Thermoplan Kaffemaskine BW4 CTM2 2M TC extern grums 380V,Nedbrud,Nedbrud,"Tekst fra mail: Vores maskine Thermoplan nr 8 vil ikke brygge kaffe, sprutter, vil I kigge på den
",,78499.0,130302294,127791,Ring Membran for ventil 3/2 FKM BW4 hydraulik,2.0
WO020020,2820,2022-09-06 09:15:00,2022-09-06 20:24:00,310159638,310159638,Used,Nedbrud,BW4 CTM2,Thermoplan Kaffemaskine BW4 CTM2 2M TC extern grums 380V,Nedbrud,Nedbrud,"Tekst fra mail: Vores maskine Thermoplan nr 8 vil ikke brygge kaffe, sprutter, vil I kigge på den
",,78499.0,130301353,105086,Pakning for ophæng TP,1.0
WO020020,2820,2022-09-06 09:15:00,2022-09-06 20:24:00,310159638,310159638,Used,Nedbrud,BW4 CTM2,Thermoplan Kaffemaskine BW4 CTM2 2M TC extern grums 380V,Nedbrud,Nedbrud,"Tekst fra mail: Vores maskine Thermoplan nr 8 vil ikke brygge kaffe, sprutter, vil I kigge på den
",,78499.0,130302221,126257,Udløbstud til BW4c / BW4,1.0
WO020027,2300,2022-09-09 14:00:00,2022-09-09 15:12:00,120000514,120000514,Used,Nedbrud,BW4neo,Thermoplan Kaffemaskine BW4 Neo CTM1 TC,Nedbrud,Nedbrud,"Noter venligst serie nr. samt placering.
Tekst fra mail: Beskrivelse: Vores kaffe maskine driller","BS - Noter venligst serie nr. samt placering.

Genstarter efter fuldført rengøring og drypper på bordpladen.

On break - køl tages med ud til Vallensbæk for test. Er utæt men det kan ikke konkluderes hvorfra ude ved kunden.",,130306026R,138942R,Modul BW4Neo mælk OMBYT,1.0
WO020028,2100,2022-09-06 11:01:00,2022-09-06 20:24:00,200144404,200144404,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud,Nedbrud,Vand flow fejl.,Beklager men glemte nummer på hydralikmodul …..sorry,28287.0,130302294,127791,Ring Membran for ventil 3/2 FKM BW4 hydraulik,4.0
WO020028,2100,2022-09-06 11:01:00,2022-09-06 20:24:00,200144404,200144404,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud,Nedbrud,Vand flow fejl.,Beklager men glemte nummer på hydralikmodul …..sorry,28287.0,130302197,125718,Kontraventil for rense blok BW4,1.0
WO020028,2100,2022-09-06 11:01:00,2022-09-06 20:24:00,200144404,100006355B,Used,Hændelse for modul,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud,Nedbrud,Vand flow fejl.,Beklager men glemte nummer på hydralikmodul …..sorry,28287.0,130302403,132878,Ring membran for ventil 2/2 FKM BW4 mekanisk,2.0
WO020028,2100,2022-09-06 11:01:00,2022-09-06 20:24:00,200144404,200144404,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud,Nedbrud,Vand flow fejl.,Beklager men glemte nummer på hydralikmodul …..sorry,28287.0,130302209,125855,Temperatur sensor BW4 - brug 130305722,1.0
WO020028,2100,2022-09-06 11:01:00,2022-09-06 20:24:00,200144404,200144404,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud,Nedbrud,Vand flow fejl.,Beklager men glemte nummer på hydralikmodul …..sorry,28287.0,130302227,126326,Mælkepumpe for BW4c,1.0
WO020042,2770,2022-09-06 12:12:00,2022-09-06 14:20:00,310157567,100075188H,Used,Hændelse for modul,BW4 CTM2,Thermoplan Kaffemaskine BW4 CTM2 2M RL TC 380V,Nedbrud,Nedbrud,Kunden oplyser at de har haft besøg i sidste uge og fortsat har problemer med maskinen. De har problemer med renseprogrammet.,"Fejlmeddelse: Milk Coffee (During), Milk.MilkPourControllerBW4: Mainboard.MilkControlNTC(index
2): Resistance of 1064200.0 Ohms is greater or equal than 145894.0 Ohms (thermistor
open), calculated from analog values 4069/4095",53186.0,130302366,131232,Andenæb TP,1.0
WO020042,2770,2022-09-06 12:12:00,2022-09-06 14:20:00,310157567,100075188H,Used,Hændelse for modul,BW4 CTM2,Thermoplan Kaffemaskine BW4 CTM2 2M RL TC 380V,Nedbrud,Nedbrud,Kunden oplyser at de har haft besøg i sidste uge og fortsat har problemer med maskinen. De har problemer med renseprogrammet.,"Fejlmeddelse: Milk Coffee (During), Milk.MilkPourControllerBW4: Mainboard.MilkControlNTC(index
2): Resistance of 1064200.0 Ohms is greater or equal than 145894.0 Ohms (thermistor
open), calculated from analog values 4069/4095",53186.0,130302403,132878,Ring membran for ventil 2/2 FKM BW4 mekanisk,1.0
WO020042,2770,2022-09-06 12:12:00,2022-09-06 14:20:00,310157567,100075188H,Used,Hændelse for modul,BW4 CTM2,Thermoplan Kaffemaskine BW4 CTM2 2M RL TC 380V,Nedbrud,Nedbrud,Kunden oplyser at de har haft besøg i sidste uge og fortsat har problemer med maskinen. De har problemer med renseprogrammet.,"Fejlmeddelse: Milk Coffee (During), Milk.MilkPourControllerBW4: Mainboard.MilkControlNTC(index
2): Resistance of 1064200.0 Ohms is greater or equal than 145894.0 Ohms (thermistor
open), calculated from analog values 4069/4095",53186.0,130302294,127791,Ring Membran for ventil 3/2 FKM BW4 hydraulik,3.0
WO020042,2770,2022-09-06 12:12:00,2022-09-06 14:20:00,310157567,100075188H,Used,Hændelse for modul,BW4 CTM2,Thermoplan Kaffemaskine BW4 CTM2 2M RL TC 380V,Nedbrud,Nedbrud,Kunden oplyser at de har haft besøg i sidste uge og fortsat har problemer med maskinen. De har problemer med renseprogrammet.,"Fejlmeddelse: Milk Coffee (During), Milk.MilkPourControllerBW4: Mainboard.MilkControlNTC(index
2): Resistance of 1064200.0 Ohms is greater or equal than 145894.0 Ohms (thermistor
open), calculated from analog values 4069/4095",53186.0,130306183,140357,NTC 47k Ø4,1.0
WO020045,4791,2022-09-15 12:25:00,2022-09-15 13:45:00,BW150495,BW153475H,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Kunden vil gerne have maskinen gennemgået fordi den ikke altid laver mælkeskummet som den plejer. Det virker mere tyndt.,AKK - kunden vil gerne have kigget på denne fejl når der skal laves filterskift på deres maskiner. Det er derfor ikke en haster.,34322.0,130301127,101210,Mælkepumpe kit for BW3,1.0
WO020045,4791,2022-09-15 12:25:00,2022-09-15 13:45:00,BW150495,BW153475H,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Kunden vil gerne have maskinen gennemgået fordi den ikke altid laver mælkeskummet som den plejer. Det virker mere tyndt.,AKK - kunden vil gerne have kigget på denne fejl når der skal laves filterskift på deres maskiner. Det er derfor ikke en haster.,34322.0,130301128,101211,Renseblock kit for BW3,1.0
WO020057,1300,2022-09-07 12:50:00,2022-09-07 14:08:00,BW083785,BW117612H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Maskinen vil ikke lave mælkedrikke. Hvis besøg først bliver i morgen, ønsker kunden først besøg efter kl. 10",Mælkecoil var blokeret.,168407.0,130301922,119407,Kontraventil til renseblok ,1.0
WO020057,1300,2022-09-07 12:50:00,2022-09-07 14:08:00,BW083785,BW117612H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Maskinen vil ikke lave mælkedrikke. Hvis besøg først bliver i morgen, ønsker kunden først besøg efter kl. 10",Mælkecoil var blokeret.,168407.0,130302396,132322,Membrane pressure regulator,1.0
WO020064,2100,2022-09-06 14:25:00,2022-09-06 17:07:00,200144407,200144407,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud,Nedbrud,Giver ikke mælk,"Har arbejdet på modul nr: b1135891h, står et andet sted ???",31344.0,130302197,125718,Kontraventil for rense blok BW4,1.0
WO020064,2100,2022-09-06 14:25:00,2022-09-06 17:07:00,200144407,200144407,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud,Nedbrud,Giver ikke mælk,"Har arbejdet på modul nr: b1135891h, står et andet sted ???",31344.0,130302227,126326,Mælkepumpe for BW4c,1.0
WO020064,2100,2022-09-06 14:25:00,2022-09-06 17:07:00,200144407,200144407,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud,Nedbrud,Giver ikke mælk,"Har arbejdet på modul nr: b1135891h, står et andet sted ???",31344.0,130302294,127791,Ring Membran for ventil 3/2 FKM BW4 hydraulik,2.0
WO020103,4400,2022-09-07 09:45:00,2022-09-07 11:25:00,200145964,100032984H,Used,Hændelse for modul,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,"Den går i stå under rengøring.
De har prøvet og skylde, men den går stadigvæk i stå.",Kunden skal betale.,10129.0,130302294,127791,Ring Membran for ventil 3/2 FKM BW4 hydraulik,1.0
